time,base_heading,base_posX,base_posY,ball_posX,ball_posY,armLX,armLY,armRX,armRY
0.0000,2.2089,-3.0000,0.0000,0.0000,0.0000,-2.7434,0.0338,-2.7434,-0.0338
0.0010,2.2089,-3.0000,-0.0000,0.0000,0.0000,-2.7432,0.0352,-2.7436,-0.0324
0.0020,2.2089,-3.0000,-0.0000,0.0000,0.0000,-2.7425,0.0353,-2.7443,-0.0323
0.0030,2.2089,-3.0000,-0.0000,0.0000,0.0000,-2.7420,0.0354,-2.7448,-0.0322
0.0040,2.2089,-3.0000,-0.0000,0.0000,0.0000,-2.7416,0.0356,-2.7452,-0.0320
0.0050,2.2089,-3.0000,0.0000,0.0000,0.0000,-2.7413,0.0358,-2.7455,-0.0318
0.0060,2.2089,-3.0000,0.0000,0.0000,0.0000,-2.7411,0.0361,-2.7457,-0.0315
0.0070,2.2089,-3.0000,0.0000,0.0000,0.0000,-2.7411,0.0364,-2.7457,-0.0312
0.0080,2.2089,-3.0000,0.0000,0.0000,0.0000,-2.7411,0.0368,-2.7457,-0.0308
0.0090,2.2089,-3.0000,0.0000,0.0000,0.0000,-2.7412,0.0373,-2.7455,-0.0304
0.0100,2.2089,-2.9999,0.0000,0.0000,0.0000,-2.7414,0.0378,-2.7453,-0.0299
0.0110,2.2089,-2.9999,0.0000,0.0000,0.0000,-2.7417,0.0383,-2.7450,-0.0294
0.0120,2.2089,-2.9999,0.0000,0.0000,0.0000,-2.7420,0.0389,-2.7447,-0.0288
0.0130,2.2089,-2.9998,0.0000,0.0000,0.0000,-2.7424,0.0395,-2.7443,-0.0282
0.0140,2.2089,-2.9997,0.0000,0.0000,0.0000,-2.7428,0.0403,-2.7438,-0.0275
0.0150,2.2089,-2.9996,0.0000,0.0000,0.0000,-2.7433,0.0410,-2.7433,-0.0267
0.0160,2.2089,-2.9995,0.0000,0.0000,0.0000,-2.7437,0.0418,-2.7427,-0.0259
0.0170,2.2089,-2.9994,0.0001,0.0000,0.0000,-2.7443,0.0427,-2.7421,-0.0250
0.0180,2.2089,-2.9993,0.0001,0.0000,0.0000,-2.7448,0.0436,-2.7414,-0.0241
0.0190,2.2089,-2.9991,0.0001,0.0000,0.0000,-2.7454,0.0446,-2.7407,-0.0231
0.0200,2.2089,-2.9989,0.0001,0.0000,0.0000,-2.7460,0.0457,-2.7400,-0.0220
0.0210,2.2089,-2.9987,0.0002,0.0000,0.0000,-2.7466,0.0468,-2.7392,-0.0209
0.0220,2.2089,-2.9985,0.0002,0.0000,0.0000,-2.7472,0.0479,-2.7384,-0.0197
0.0230,2.2089,-2.9983,0.0002,0.0000,0.0000,-2.7478,0.0491,-2.7375,-0.0185
0.0240,2.2089,-2.9980,0.0003,0.0000,0.0000,-2.7484,0.0504,-2.7367,-0.0171
0.0250,2.2089,-2.9977,0.0003,0.0000,0.0000,-2.7490,0.0517,-2.7358,-0.0158
0.0260,2.2089,-2.9974,0.0004,0.0000,0.0000,-2.7496,0.0530,-2.7349,-0.0143
0.0270,2.2089,-2.9971,0.0005,0.0000,0.0000,-2.7503,0.0544,-2.7340,-0.0128
0.0280,2.2089,-2.9968,0.0005,0.0000,0.0000,-2.7509,0.0559,-2.7331,-0.0113
0.0290,2.2089,-2.9965,0.0006,0.0000,0.0000,-2.7515,0.0574,-2.7321,-0.0096
0.0300,2.2089,-2.9962,0.0007,0.0000,0.0000,-2.7521,0.0590,-2.7312,-0.0079
0.0310,2.2089,-2.9960,0.0007,0.0000,0.0000,-2.7528,0.0605,-2.7303,-0.0062
0.0320,2.2089,-2.9957,0.0008,0.0000,0.0000,-2.7534,0.0622,-2.7294,-0.0044
0.0330,2.2089,-2.9955,0.0009,0.0000,0.0000,-2.7541,0.0638,-2.7285,-0.0025
0.0340,2.2089,-2.9953,0.0009,0.0000,0.0000,-2.7548,0.0655,-2.7276,-0.0006
0.0350,2.2089,-2.9952,0.0010,0.0000,0.0000,-2.7555,0.0673,-2.7268,0.0013
0.0360,2.2089,-2.9950,0.0010,0.0000,0.0000,-2.7563,0.0690,-2.7260,0.0033
0.0370,2.2089,-2.9949,0.0011,0.0000,0.0000,-2.7570,0.0708,-2.7252,0.0054
0.0380,2.2089,-2.9948,0.0011,0.0000,0.0000,-2.7578,0.0726,-2.7244,0.0075
0.0390,2.2089,-2.9946,0.0011,0.0000,0.0000,-2.7586,0.0745,-2.7237,0.0097
0.0400,2.2089,-2.9945,0.0012,0.0000,0.0000,-2.7595,0.0764,-2.7230,0.0119
0.0410,2.2089,-2.9944,0.0012,0.0000,0.0000,-2.7603,0.0783,-2.7223,0.0142
0.0420,2.2089,-2.9943,0.0012,0.0000,0.0000,-2.7612,0.0803,-2.7216,0.0165
0.0430,2.2089,-2.9943,0.0013,0.0000,0.0000,-2.7621,0.0822,-2.7210,0.0189
0.0440,2.2089,-2.9942,0.0013,0.0000,0.0000,-2.7631,0.0842,-2.7205,0.0213
0.0450,2.2089,-2.9941,0.0013,0.0000,0.0000,-2.7640,0.0863,-2.7200,0.0237
0.0460,2.2089,-2.9940,0.0014,0.0000,0.0000,-2.7650,0.0883,-2.7195,0.0262
0.0470,2.2089,-2.9940,0.0014,0.0000,0.0000,-2.7660,0.0904,-2.7190,0.0288
0.0480,2.2089,-2.9939,0.0014,0.0000,0.0000,-2.7670,0.0925,-2.7186,0.0314
0.0490,2.2089,-2.9938,0.0015,0.0000,0.0000,-2.7681,0.0946,-2.7183,0.0340
0.0500,2.2089,-2.9938,0.0015,0.0000,0.0000,-2.7691,0.0968,-2.7179,0.0366
0.0510,2.2089,-2.9937,0.0015,0.0000,0.0000,-2.7702,0.0989,-2.7177,0.0393
0.0520,2.2089,-2.9937,0.0016,0.0000,0.0000,-2.7714,0.1011,-2.7174,0.0421
0.0530,2.2089,-2.9936,0.0016,0.0000,0.0000,-2.7725,0.1033,-2.7172,0.0448
0.0540,2.2089,-2.9936,0.0016,0.0000,0.0000,-2.7737,0.1055,-2.7171,0.0476
0.0550,2.2089,-2.9935,0.0016,0.0000,0.0000,-2.7748,0.1077,-2.7170,0.0505
0.0560,2.2089,-2.9935,0.0017,0.0000,0.0000,-2.7760,0.1100,-2.7169,0.0533
0.0570,2.2089,-2.9934,0.0017,0.0000,0.0000,-2.7773,0.1122,-2.7169,0.0562
0.0580,2.2089,-2.9934,0.0017,0.0000,0.0000,-2.7785,0.1145,-2.7170,0.0591
0.0590,2.2089,-2.9933,0.0017,0.0000,0.0000,-2.7798,0.1168,-2.7171,0.0621
0.0600,2.2089,-2.9933,0.0018,0.0000,0.0000,-2.7811,0.1191,-2.7172,0.0650
0.0610,2.2089,-2.9933,0.0018,0.0000,0.0000,-2.7824,0.1214,-2.7174,0.0680
0.0620,2.2089,-2.9932,0.0018,0.0000,0.0000,-2.7838,0.1237,-2.7176,0.0710
0.0630,2.2089,-2.9932,0.0018,0.0000,0.0000,-2.7852,0.1260,-2.7179,0.0741
0.0640,2.2089,-2.9931,0.0019,0.0000,0.0000,-2.7866,0.1283,-2.7182,0.0771
0.0650,2.2089,-2.9931,0.0019,0.0000,0.0000,-2.7880,0.1306,-2.7186,0.0802
0.0660,2.2089,-2.9931,0.0019,0.0000,0.0000,-2.7895,0.1330,-2.7190,0.0833
0.0670,2.2089,-2.9930,0.0020,0.0000,0.0000,-2.7909,0.1353,-2.7195,0.0864
0.0680,2.2089,-2.9930,0.0020,0.0000,0.0000,-2.7925,0.1377,-2.7200,0.0895
0.0690,2.2089,-2.9929,0.0020,0.0000,0.0000,-2.7940,0.1400,-2.7206,0.0926
0.0700,2.2089,-2.9929,0.0020,0.0000,0.0000,-2.7955,0.1424,-2.7212,0.0957
0.0710,2.2089,-2.9929,0.0021,0.0000,0.0000,-2.7971,0.1447,-2.7219,0.0989
0.0720,2.2089,-2.9928,0.0021,0.0000,0.0000,-2.7987,0.1471,-2.7226,0.1020
0.0730,2.2089,-2.9928,0.0021,0.0000,0.0000,-2.8004,0.1494,-2.7234,0.1052
0.0740,2.2089,-2.9928,0.0022,0.0000,0.0000,-2.8021,0.1517,-2.7242,0.1083
0.0750,2.2089,-2.9927,0.0022,0.0000,0.0000,-2.8037,0.1541,-2.7251,0.1115
0.0760,2.2089,-2.9927,0.0023,0.0000,0.0000,-2.8055,0.1564,-2.7260,0.1147
0.0770,2.2089,-2.9926,0.0023,0.0000,0.0000,-2.8072,0.1588,-2.7270,0.1178
0.0780,2.2089,-2.9926,0.0023,0.0000,0.0000,-2.8090,0.1611,-2.7280,0.1210
0.0790,2.2089,-2.9925,0.0024,0.0000,0.0000,-2.8108,0.1634,-2.7291,0.1242
0.0800,2.2089,-2.9925,0.0024,0.0000,0.0000,-2.8126,0.1657,-2.7302,0.1273
0.0810,2.2089,-2.9924,0.0025,0.0000,0.0000,-2.8145,0.1680,-2.7314,0.1305
0.0820,2.2089,-2.9924,0.0025,0.0000,0.0000,-2.8163,0.1703,-2.7326,0.1336
0.0830,2.2089,-2.9923,0.0026,0.0000,0.0000,-2.8182,0.1726,-2.7338,0.1368
0.0840,2.2089,-2.9923,0.0027,0.0000,0.0000,-2.8202,0.1749,-2.7351,0.1399
0.0850,2.2089,-2.9922,0.0027,0.0000,0.0000,-2.8221,0.1772,-2.7365,0.1431
0.0860,2.2089,-2.9921,0.0028,0.0000,0.0000,-2.8241,0.1794,-2.7379,0.1462
0.0870,2.2089,-2.9921,0.0029,0.0000,0.0000,-2.8261,0.1817,-2.7393,0.1493
0.0880,2.2089,-2.9920,0.0030,0.0000,0.0000,-2.8281,0.1839,-2.7408,0.1524
0.0890,2.2089,-2.9919,0.0031,0.0000,0.0000,-2.8302,0.1862,-2.7423,0.1555
0.0900,2.2089,-2.9918,0.0032,0.0000,0.0000,-2.8322,0.1884,-2.7439,0.1586
0.0910,2.2089,-2.9918,0.0033,0.0000,0.0000,-2.8343,0.1906,-2.7455,0.1617
0.0920,2.2089,-2.9917,0.0034,0.0000,0.0000,-2.8364,0.1928,-2.7471,0.1647
0.0930,2.2089,-2.9916,0.0035,0.0000,0.0000,-2.8386,0.1950,-2.7488,0.1678
0.0940,2.2089,-2.9915,0.0036,0.0000,0.0000,-2.8407,0.1971,-2.7505,0.1708
0.0950,2.2089,-2.9914,0.0038,0.0000,0.0000,-2.8429,0.1993,-2.7523,0.1738
0.0960,2.2089,-2.9913,0.0039,0.0000,0.0000,-2.8451,0.2014,-2.7541,0.1768
0.0970,2.2089,-2.9912,0.0041,0.0000,0.0000,-2.8473,0.2035,-2.7560,0.1798
0.0980,2.2089,-2.9911,0.0042,0.0000,0.0000,-2.8496,0.2056,-2.7578,0.1827
0.0990,2.2089,-2.9910,0.0044,0.0000,0.0000,-2.8518,0.2077,-2.7598,0.1856
0.1000,2.2089,-2.9909,0.0045,0.0000,0.0000,-2.8541,0.2098,-2.7617,0.1885
0.1010,2.2089,-2.9908,0.0047,0.0000,0.0000,-2.8564,0.2118,-2.7637,0.1914
0.1020,2.2089,-2.9907,0.0049,0.0000,0.0000,-2.8587,0.2139,-2.7657,0.1943
0.1030,2.2089,-2.9906,0.0051,0.0000,0.0000,-2.8610,0.2159,-2.7678,0.1971
0.1040,2.2089,-2.9904,0.0053,0.0000,0.0000,-2.8634,0.2178,-2.7699,0.1999
0.1050,2.2089,-2.9903,0.0055,0.0000,0.0000,-2.8658,0.2198,-2.7720,0.2027
0.1060,2.2089,-2.9902,0.0057,0.0000,0.0000,-2.8681,0.2218,-2.7742,0.2055
0.1070,2.2089,-2.9901,0.0059,0.0000,0.0000,-2.8706,0.2237,-2.7763,0.2082
0.1080,2.2089,-2.9900,0.0061,0.0000,0.0000,-2.8730,0.2256,-2.7786,0.2109
0.1090,2.2089,-2.9899,0.0063,0.0000,0.0000,-2.8754,0.2275,-2.7808,0.2136
0.1100,2.2089,-2.9898,0.0065,0.0000,0.0000,-2.8779,0.2293,-2.7831,0.2162
0.1110,2.2089,-2.9897,0.0068,0.0000,0.0000,-2.8803,0.2312,-2.7854,0.2188
0.1120,2.2089,-2.9895,0.0070,0.0000,0.0000,-2.8828,0.2330,-2.7877,0.2214
0.1130,2.2089,-2.9894,0.0072,0.0000,0.0000,-2.8853,0.2348,-2.7901,0.2240
0.1140,2.2089,-2.9893,0.0075,0.0000,0.0000,-2.8878,0.2365,-2.7925,0.2265
0.1150,2.2089,-2.9892,0.0077,0.0000,0.0000,-2.8904,0.2382,-2.7949,0.2290
0.1160,2.2089,-2.9891,0.0080,0.0000,0.0000,-2.8929,0.2399,-2.7973,0.2314
0.1170,2.2089,-2.9890,0.0082,0.0000,0.0000,-2.8955,0.2416,-2.7998,0.2339
0.1180,2.2089,-2.9889,0.0085,0.0000,0.0000,-2.8980,0.2433,-2.8023,0.2362
0.1190,2.2089,-2.9888,0.0088,0.0000,0.0000,-2.9006,0.2449,-2.8048,0.2386
0.1200,2.2089,-2.9887,0.0091,0.0000,0.0000,-2.9032,0.2465,-2.8073,0.2409
0.1210,2.2089,-2.9886,0.0093,0.0000,0.0000,-2.9058,0.2481,-2.8098,0.2432
0.1220,2.2089,-2.9885,0.0096,0.0000,0.0000,-2.9084,0.2496,-2.8124,0.2455
0.1230,2.2089,-2.9884,0.0099,0.0000,0.0000,-2.9110,0.2511,-2.8150,0.2477
0.1240,2.2089,-2.9883,0.0102,0.0000,0.0000,-2.9136,0.2526,-2.8176,0.2499
0.1250,2.2089,-2.9882,0.0105,0.0000,0.0000,-2.9163,0.2541,-2.8202,0.2520
0.1260,2.2089,-2.9881,0.0108,0.0000,0.0000,-2.9189,0.2555,-2.8228,0.2541
0.1270,2.2089,-2.9880,0.0111,0.0000,0.0000,-2.9216,0.2569,-2.8255,0.2562
0.1280,2.2089,-2.9879,0.0114,0.0000,0.0000,-2.9242,0.2583,-2.8281,0.2582
0.1290,2.2089,-2.9878,0.0117,0.0000,0.0000,-2.9269,0.2596,-2.8308,0.2602
0.1300,2.2089,-2.9877,0.0120,0.0000,0.0000,-2.9296,0.2609,-2.8335,0.2622
0.1310,2.2089,-2.9876,0.0123,0.0000,0.0000,-2.9322,0.2622,-2.8362,0.2641
0.1320,2.2089,-2.9876,0.0126,0.0000,0.0000,-2.9349,0.2635,-2.8389,0.2660
0.1330,2.2089,-2.9875,0.0130,0.0000,0.0000,-2.9376,0.2647,-2.8417,0.2678
0.1340,2.2089,-2.9874,0.0133,0.0000,0.0000,-2.9403,0.2659,-2.8444,0.2696
0.1350,2.2089,-2.9873,0.0136,0.0000,0.0000,-2.9430,0.2670,-2.8471,0.2714
0.1360,2.2089,-2.9873,0.0139,0.0000,0.0000,-2.9456,0.2682,-2.8499,0.2732
0.1370,2.2089,-2.9872,0.0143,0.0000,0.0000,-2.9483,0.2693,-2.8526,0.2749
0.1380,2.2089,-2.9871,0.0146,0.0000,0.0000,-2.9510,0.2703,-2.8554,0.2765
0.1390,2.2089,-2.9871,0.0149,0.0000,0.0000,-2.9537,0.2714,-2.8582,0.2781
0.1400,2.2089,-2.9870,0.0153,0.0000,0.0000,-2.9564,0.2724,-2.8610,0.2797
0.1410,2.2089,-2.9869,0.0156,0.0000,0.0000,-2.9591,0.2734,-2.8637,0.2813
0.1420,2.2089,-2.9869,0.0160,0.0000,0.0000,-2.9618,0.2743,-2.8665,0.2828
0.1430,2.2089,-2.9868,0.0163,0.0000,0.0000,-2.9645,0.2752,-2.8693,0.2843
0.1440,2.2089,-2.9868,0.0166,0.0000,0.0000,-2.9672,0.2761,-2.8721,0.2857
0.1450,2.2089,-2.9867,0.0170,0.0000,0.0000,-2.9698,0.2770,-2.8749,0.2871
0.1460,2.2089,-2.9867,0.0173,0.0000,0.0000,-2.9725,0.2778,-2.8777,0.2884
0.1470,2.2089,-2.9866,0.0177,0.0000,0.0000,-2.9752,0.2786,-2.8805,0.2898
0.1480,2.2089,-2.9866,0.0180,0.0000,0.0000,-2.9779,0.2794,-2.8833,0.2911
0.1490,2.2089,-2.9866,0.0184,0.0000,0.0000,-2.9805,0.2802,-2.8861,0.2923
0.1500,2.2089,-2.9865,0.0187,0.0000,0.0000,-2.9832,0.2809,-2.8888,0.2935
0.1510,2.2089,-2.9865,0.0191,0.0000,0.0000,-2.9858,0.2816,-2.8916,0.2947
0.1520,2.2089,-2.9865,0.0194,0.0000,0.0000,-2.9885,0.2822,-2.8944,0.2958
0.1530,2.2089,-2.9864,0.0198,0.0000,0.0000,-2.9911,0.2829,-2.8972,0.2970
0.1540,2.2089,-2.9864,0.0201,0.0000,0.0000,-2.9938,0.2835,-2.8999,0.2980
0.1550,2.2089,-2.9864,0.0205,0.0000,0.0000,-2.9964,0.2840,-2.9027,0.2991
0.1560,2.2089,-2.9864,0.0208,0.0000,0.0000,-2.9990,0.2846,-2.9055,0.3001
0.1570,2.2089,-2.9864,0.0212,0.0000,0.0000,-3.0016,0.2851,-2.9082,0.3010
0.1580,2.2089,-2.9864,0.0215,0.0000,0.0000,-3.0042,0.2856,-2.9110,0.3020
0.1590,2.2089,-2.9864,0.0219,0.0000,0.0000,-3.0068,0.2861,-2.9137,0.3029
0.1600,2.2089,-2.9863,0.0222,0.0000,0.0000,-3.0093,0.2865,-2.9164,0.3037
0.1610,2.2089,-2.9863,0.0226,0.0000,0.0000,-3.0119,0.2869,-2.9192,0.3046
0.1620,2.2089,-2.9863,0.0229,0.0000,0.0000,-3.0145,0.2873,-2.9219,0.3054
0.1630,2.2089,-2.9863,0.0233,0.0000,0.0000,-3.0170,0.2877,-2.9246,0.3061
0.1640,2.2089,-2.9863,0.0236,0.0000,0.0000,-3.0195,0.2880,-2.9272,0.3069
0.1650,2.2089,-2.9864,0.0240,0.0000,0.0000,-3.0220,0.2883,-2.9299,0.3076
0.1660,2.2089,-2.9864,0.0243,0.0000,0.0000,-3.0245,0.2886,-2.9326,0.3082
0.1670,2.2089,-2.9864,0.0247,0.0000,0.0000,-3.0270,0.2889,-2.9352,0.3089
0.1680,2.2089,-2.9864,0.0250,0.0000,0.0000,-3.0295,0.2891,-2.9379,0.3095
0.1690,2.2089,-2.9864,0.0254,0.0000,0.0000,-3.0320,0.2893,-2.9405,0.3101
0.1700,2.2089,-2.9864,0.0257,0.0000,0.0000,-3.0344,0.2895,-2.9431,0.3106
0.1710,2.2089,-2.9864,0.0260,0.0000,0.0000,-3.0368,0.2897,-2.9457,0.3112
0.1720,2.2089,-2.9865,0.0264,0.0000,0.0000,-3.0393,0.2899,-2.9483,0.3117
0.1730,2.2089,-2.9865,0.0267,0.0000,0.0000,-3.0417,0.2900,-2.9509,0.3121
0.1740,2.2089,-2.9865,0.0271,0.0000,0.0000,-3.0441,0.2901,-2.9534,0.3126
0.1750,2.2089,-2.9866,0.0274,0.0000,0.0000,-3.0464,0.2902,-2.9560,0.3130
0.1760,2.2089,-2.9866,0.0277,0.0000,0.0000,-3.0488,0.2902,-2.9585,0.3133
0.1770,2.2089,-2.9866,0.0280,0.0000,0.0000,-3.0511,0.2903,-2.9610,0.3137
0.1780,2.2089,-2.9867,0.0284,0.0000,0.0000,-3.0534,0.2903,-2.9635,0.3140
0.1790,2.2089,-2.9867,0.0287,0.0000,0.0000,-3.0557,0.2903,-2.9660,0.3143
0.1800,2.2089,-2.9867,0.0290,0.0000,0.0000,-3.0580,0.2903,-2.9684,0.3146
0.1810,2.2089,-2.9868,0.0293,0.0000,0.0000,-3.0603,0.2902,-2.9709,0.3149
0.1820,2.2089,-2.9868,0.0296,0.0000,0.0000,-3.0626,0.2902,-2.9733,0.3151
0.1830,2.2089,-2.9869,0.0300,0.0000,0.0000,-3.0648,0.2901,-2.9757,0.3153
0.1840,2.2089,-2.9869,0.0303,0.0000,0.0000,-3.0670,0.2900,-2.9781,0.3155
0.1850,2.2089,-2.9870,0.0306,0.0000,0.0000,-3.0692,0.2899,-2.9805,0.3156
0.1860,2.2089,-2.9870,0.0309,0.0000,0.0000,-3.0714,0.2897,-2.9828,0.3158
0.1870,2.2089,-2.9871,0.0312,0.0000,0.0000,-3.0735,0.2896,-2.9852,0.3159
0.1880,2.2089,-2.9871,0.0315,0.0000,0.0000,-3.0757,0.2894,-2.9875,0.3160
0.1890,2.2089,-2.9872,0.0318,0.0000,0.0000,-3.0778,0.2892,-2.9898,0.3160
0.1900,2.2089,-2.9872,0.0321,0.0000,0.0000,-3.0799,0.2890,-2.9920,0.3161
0.1910,2.2089,-2.9873,0.0324,0.0000,0.0000,-3.0820,0.2888,-2.9943,0.3161
0.1920,2.2089,-2.9873,0.0327,0.0000,0.0000,-3.0841,0.2886,-2.9965,0.3161
0.1930,2.2089,-2.9874,0.0329,0.0000,0.0000,-3.0861,0.2883,-2.9987,0.3161
0.1940,2.2089,-2.9875,0.0332,0.0000,0.0000,-3.0881,0.2881,-3.0009,0.3161
0.1950,2.2089,-2.9875,0.0335,0.0000,0.0000,-3.0901,0.2878,-3.0031,0.3160
0.1960,2.2089,-2.9876,0.0338,0.0000,0.0000,-3.0921,0.2875,-3.0053,0.3159
0.1970,2.2089,-2.9877,0.0340,0.0000,0.0000,-3.0941,0.2872,-3.0074,0.3159
0.1980,2.2089,-2.9877,0.0343,0.0000,0.0000,-3.0960,0.2869,-3.0095,0.3157
0.1990,2.2089,-2.9878,0.0346,0.0000,0.0000,-3.0980,0.2866,-3.0116,0.3156
0.2000,2.2089,-2.9878,0.0348,0.0000,0.0000,-3.0999,0.2862,-3.0137,0.3155
0.2010,-0.5400,-2.9879,0.0351,0.0000,0.0000,-3.1017,0.2859,-3.0157,0.3153
0.2020,-0.5400,-2.9880,0.0354,0.0000,0.0000,-3.1023,0.2857,-3.0165,0.3156
0.2030,-0.5400,-2.9881,0.0356,0.0000,0.0000,-3.1036,0.2849,-3.0183,0.3162
0.2040,-0.5400,-2.9881,0.0359,0.0000,0.0000,-3.1050,0.2840,-3.0202,0.3166
0.2050,-0.5400,-2.9882,0.0362,0.0000,0.0000,-3.1065,0.2833,-3.0220,0.3170
0.2060,-0.5400,-2.9883,0.0366,0.0000,0.0000,-3.1079,0.2826,-3.0238,0.3172
0.2070,-0.5400,-2.9884,0.0369,0.0000,0.0000,-3.1092,0.2822,-3.0255,0.3174
0.2080,-0.5400,-2.9885,0.0372,0.0000,0.0000,-3.1105,0.2818,-3.0270,0.3174
0.2090,-0.5400,-2.9885,0.0376,0.0000,0.0000,-3.1118,0.2816,-3.0285,0.3174
0.2100,-0.5400,-2.9886,0.0380,0.0000,0.0000,-3.1130,0.2815,-3.0298,0.3173
0.2110,-0.5400,-2.9887,0.0384,0.0000,0.0000,-3.1142,0.2815,-3.0310,0.3171
0.2120,-0.5400,-2.9888,0.0387,0.0000,0.0000,-3.1153,0.2816,-3.0322,0.3168
0.2130,-0.5400,-2.9889,0.0391,0.0000,0.0000,-3.1164,0.2819,-3.0332,0.3165
0.2140,-0.5400,-2.9890,0.0395,0.0000,0.0000,-3.1174,0.2823,-3.0340,0.3161
0.2150,-0.5400,-2.9891,0.0399,0.0000,0.0000,-3.1184,0.2827,-3.0348,0.3157
0.2160,-0.5400,-2.9892,0.0403,0.0000,0.0000,-3.1193,0.2833,-3.0355,0.3152
0.2170,-0.5400,-2.9892,0.0407,0.0000,0.0000,-3.1201,0.2840,-3.0360,0.3147
0.2180,-0.5400,-2.9893,0.0411,0.0000,0.0000,-3.1209,0.2847,-3.0364,0.3142
0.2190,-0.5400,-2.9894,0.0415,0.0000,0.0000,-3.1216,0.2855,-3.0367,0.3136
0.2200,-0.5400,-2.9895,0.0419,0.0000,0.0000,-3.1222,0.2864,-3.0370,0.3131
0.2210,-0.5400,-2.9895,0.0423,0.0000,0.0000,-3.1228,0.2874,-3.0371,0.3125
0.2220,-0.5400,-2.9896,0.0427,0.0000,0.0000,-3.1233,0.2884,-3.0371,0.3120
0.2230,-0.5400,-2.9897,0.0431,0.0000,0.0000,-3.1237,0.2895,-3.0370,0.3114
0.2240,-0.5400,-2.9897,0.0435,0.0000,0.0000,-3.1240,0.2907,-3.0368,0.3109
0.2250,-0.5400,-2.9898,0.0439,0.0000,0.0000,-3.1242,0.2919,-3.0365,0.3103
0.2260,-0.5400,-2.9898,0.0442,0.0000,0.0000,-3.1244,0.2931,-3.0362,0.3097
0.2270,-0.5400,-2.9899,0.0446,0.0000,0.0000,-3.1245,0.2944,-3.0357,0.3092
0.2280,-0.5400,-2.9899,0.0449,0.0000,0.0000,-3.1244,0.2957,-3.0352,0.3086
0.2290,-0.5400,-2.9900,0.0453,0.0000,0.0000,-3.1244,0.2971,-3.0346,0.3081
0.2300,-0.5400,-2.9900,0.0456,0.0000,0.0000,-3.1242,0.2985,-3.0339,0.3076
0.2310,-0.5400,-2.9900,0.0459,0.0000,0.0000,-3.1239,0.3000,-3.0331,0.3071
0.2320,-0.5400,-2.9901,0.0462,0.0000,0.0000,-3.1236,0.3014,-3.0322,0.3066
0.2330,-0.5400,-2.9901,0.0465,0.0000,0.0000,-3.1232,0.3029,-3.0313,0.3061
0.2340,-0.5400,-2.9901,0.0468,0.0000,0.0000,-3.1226,0.3044,-3.0303,0.3056
0.2350,-0.5400,-2.9901,0.0471,0.0000,0.0000,-3.1220,0.3060,-3.0292,0.3051
0.2360,-0.5400,-2.9901,0.0474,0.0000,0.0000,-3.1214,0.3075,-3.0281,0.3047
0.2370,-0.5400,-2.9902,0.0476,0.0000,0.0000,-3.1206,0.3091,-3.0269,0.3042
0.2380,-0.5400,-2.9902,0.0479,0.0000,0.0000,-3.1197,0.3107,-3.0256,0.3038
0.2390,-0.5400,-2.9902,0.0481,0.0000,0.0000,-3.1188,0.3123,-3.0243,0.3033
0.2400,-0.5400,-2.9902,0.0484,0.0000,0.0000,-3.1178,0.3139,-3.0229,0.3029
0.2410,-0.5400,-2.9902,0.0486,0.0000,0.0000,-3.1166,0.3156,-3.0214,0.3025
0.2420,-0.5400,-2.9902,0.0488,0.0000,0.0000,-3.1154,0.3172,-3.0199,0.3021
0.2430,-0.5400,-2.9902,0.0490,0.0000,0.0000,-3.1142,0.3188,-3.0184,0.3017
0.2440,-0.5400,-2.9902,0.0492,0.0000,0.0000,-3.1128,0.3205,-3.0168,0.3013
0.2450,-0.5400,-2.9902,0.0494,0.0000,0.0000,-3.1113,0.3221,-3.0151,0.3010
0.2460,-0.5400,-2.9902,0.0496,0.0000,0.0000,-3.1098,0.3238,-3.0134,0.3006
0.2470,-0.5400,-2.9902,0.0498,0.0000,0.0000,-3.1082,0.3254,-3.0116,0.3002
0.2480,-0.5400,-2.9901,0.0499,0.0000,0.0000,-3.1065,0.3271,-3.0098,0.2999
0.2490,-0.5400,-2.9901,0.0501,0.0000,0.0000,-3.1047,0.3287,-3.0079,0.2995
0.2500,-0.5400,-2.9901,0.0502,0.0000,0.0000,-3.1029,0.3303,-3.0060,0.2992
0.2510,-0.5400,-2.9901,0.0504,0.0000,0.0000,-3.1010,0.3320,-3.0040,0.2988
0.2520,-0.5400,-2.9901,0.0505,0.0000,0.0000,-3.0990,0.3336,-3.0020,0.2985
0.2530,-0.5400,-2.9901,0.0507,0.0000,0.0000,-3.0969,0.3352,-3.0000,0.2981
0.2540,-0.5400,-2.9901,0.0508,0.0000,0.0000,-3.0947,0.3368,-2.9979,0.2978
0.2550,-0.5400,-2.9900,0.0509,0.0000,0.0000,-3.0925,0.3384,-2.9958,0.2974
0.2560,-0.5400,-2.9900,0.0510,0.0000,0.0000,-3.0902,0.3399,-2.9936,0.2971
0.2570,-0.5400,-2.9900,0.0511,0.0000,0.0000,-3.0878,0.3414,-2.9914,0.2967
0.2580,-0.5400,-2.9900,0.0512,0.0000,0.0000,-3.0853,0.3430,-2.9891,0.2963
0.2590,-0.5400,-2.9900,0.0514,0.0000,0.0000,-3.0828,0.3445,-2.9869,0.2960
0.2600,-0.5400,-2.9900,0.0515,0.0000,0.0000,-3.0802,0.3459,-2.9846,0.2956
