time,base_heading,base_posX,base_posY,ball_posX,ball_posY
0.8670,0.2720,-1.1634,0.4445,2.9386,1.5884
0.8680,0.2719,-1.1635,0.4445,2.9386,1.5884
0.8690,0.2719,-1.1635,0.4445,2.9386,1.5884
0.8700,0.2719,-1.1635,0.4445,2.9386,1.5883
0.8710,0.2719,-1.1635,0.4445,2.9386,1.5883
0.8720,0.2719,-1.1635,0.4444,2.9386,1.5883
0.8730,0.2719,-1.1635,0.4444,2.9386,1.5883
0.8740,0.2719,-1.1635,0.4444,2.9386,1.5883
0.8750,0.2719,-1.1635,0.4444,2.9386,1.5883
0.8760,0.2719,-1.1635,0.4444,2.9386,1.5883
0.8770,0.2719,-1.1636,0.4444,2.9386,1.5883
0.8780,0.2719,-1.1636,0.4444,2.9386,1.5883
0.8790,0.2719,-1.1636,0.4444,2.9386,1.5883
0.8800,0.2719,-1.1636,0.4444,2.9385,1.5882
0.8810,0.2719,-1.1636,0.4444,2.9385,1.5882
0.8820,0.2719,-1.1636,0.4444,2.9385,1.5882
0.8830,0.2719,-1.1636,0.4444,2.9385,1.5882
0.8840,0.2719,-1.1636,0.4444,2.9385,1.5882
0.8850,0.2719,-1.1637,0.4444,2.9385,1.5882
0.8860,0.2719,-1.1637,0.4444,2.9385,1.5882
0.8870,0.2719,-1.1637,0.4444,2.9385,1.5882
0.8880,0.2719,-1.1637,0.4444,2.9385,1.5882
0.8890,0.2719,-1.1637,0.4444,2.9385,1.5881
0.8900,0.2719,-1.1637,0.4444,2.9385,1.5881
0.8910,0.2719,-1.1637,0.4444,2.9384,1.5881
0.8920,0.2719,-1.1637,0.4444,2.9384,1.5881
0.8930,0.2719,-1.1637,0.4444,2.9384,1.5881
0.8940,0.2719,-1.1638,0.4444,2.9384,1.5881
0.8950,0.2719,-1.1638,0.4444,2.9384,1.5881
0.8960,0.2719,-1.1638,0.4444,2.9384,1.5881
0.8970,0.2719,-1.1638,0.4444,2.9384,1.5881
0.8980,0.2719,-1.1638,0.4444,2.9384,1.5880
0.8990,0.2719,-1.1638,0.4444,2.9384,1.5880
0.9000,0.2719,-1.1638,0.4444,2.9384,1.5880
0.9010,0.2719,-1.1638,0.4444,2.9384,1.5880
0.9020,0.2719,-1.1638,0.4444,2.9383,1.5880
0.9030,0.2719,-1.1639,0.4443,2.9383,1.5880
0.9040,0.2719,-1.1639,0.4443,2.9383,1.5880
0.9050,0.2719,-1.1639,0.4443,2.9383,1.5880
0.9060,0.2719,-1.1639,0.4443,2.9383,1.5879
0.9070,0.2719,-1.1639,0.4443,2.9383,1.5879
0.9080,0.2719,-1.1639,0.4443,2.9383,1.5879
0.9090,0.2719,-1.1639,0.4443,2.9383,1.5879
0.9100,0.2719,-1.1639,0.4443,2.9383,1.5879
0.9110,0.2719,-1.1640,0.4443,2.9383,1.5879
0.9120,0.2719,-1.1640,0.4443,2.9383,1.5879
0.9130,0.2719,-1.1640,0.4443,2.9382,1.5878
0.9140,0.2719,-1.1640,0.4443,2.9382,1.5878
0.9150,0.2719,-1.1640,0.4443,2.9382,1.5878
0.9160,0.2719,-1.1640,0.4443,2.9382,1.5878
0.9170,0.2718,-1.1640,0.4443,2.9382,1.5878
0.9180,0.2718,-1.1640,0.4443,2.9382,1.5878
0.9190,0.2718,-1.1640,0.4443,2.9382,1.5878
0.9200,0.2718,-1.1641,0.4443,2.9382,1.5878
0.9210,0.2718,-1.1641,0.4443,2.9382,1.5877
0.9220,0.2718,-1.1641,0.4443,2.9382,1.5877
0.9230,0.2718,-1.1641,0.4443,2.9381,1.5877
0.9240,0.2718,-1.1641,0.4443,2.9381,1.5877
0.9250,0.2718,-1.1641,0.4443,2.9381,1.5877
0.9260,0.2718,-1.1641,0.4443,2.9381,1.5877
0.9270,0.2718,-1.1641,0.4443,2.9381,1.5877
0.9280,0.2718,-1.1641,0.4443,2.9381,1.5876
0.9290,0.2757,-1.1642,0.4443,4.0097,1.9081
0.9300,0.2683,-1.1642,0.4443,2.2896,1.3937
0.9310,0.2719,-1.1642,0.4443,2.9583,1.5937
0.9320,0.2719,-1.1642,0.4443,2.9500,1.5912
0.9330,0.2718,-1.1642,0.4443,2.9451,1.5897
0.9340,0.2718,-1.1642,0.4443,2.9422,1.5888
0.9350,0.2718,-1.1642,0.4442,2.9405,1.5883
0.9360,0.2757,-1.1642,0.4442,4.0119,1.9087
0.9370,0.2683,-1.1642,0.4442,2.2901,1.3938
0.9380,0.2719,-1.1643,0.4442,2.9588,1.5937
0.9390,0.2719,-1.1643,0.4442,2.9502,1.5912
0.9400,0.2718,-1.1643,0.4442,2.9452,1.5897
0.9410,0.2718,-1.1643,0.4442,2.9422,1.5888
0.9420,0.2757,-1.1643,0.4442,4.0136,1.9091
0.9430,0.2682,-1.1643,0.4442,2.2905,1.3939
0.9440,0.2719,-1.1643,0.4442,2.9591,1.5938
0.9450,0.2718,-1.1643,0.4442,2.9504,1.5912
0.9460,0.2718,-1.1643,0.4442,2.9453,1.5896
0.9470,0.2718,-1.1643,0.4442,2.9423,1.5887
0.9480,0.2757,-1.1644,0.4442,4.0136,1.9091
0.9490,0.2721,-1.1644,0.4442,3.0189,1.6116
0.9500,0.2683,-1.1644,0.4442,2.3044,1.3980
0.9510,0
