time,base_heading,base_posX,base_posY,ball_posX,ball_posY
0.4600,5.6490,2.5988,1.7912,3.0497,1.5640
0.4610,5.6794,2.6006,1.7899,3.0497,1.5640
0.4620,5.7100,2.6026,1.7885,3.0497,1.5640
0.4630,5.7288,2.6049,1.7870,3.0497,1.5640
0.4640,5.7579,2.6074,1.7855,3.0497,1.5640
0.4650,5.7757,2.6101,1.7839,3.0497,1.5640
0.4660,5.8041,2.6130,1.7823,3.0497,1.5640
0.4670,5.8341,2.6161,1.7807,3.0497,1.5640
0.4680,5.8649,2.6193,1.7791,3.0497,1.5640
0.4690,5.8959,2.6228,1.7776,3.0497,1.5640
0.4700,5.9271,2.6265,1.7761,3.0497,1.5640
0.4710,5.9469,2.6304,1.7746,3.0497,1.5640
0.4720,5.9641,2.6345,1.7732,3.0497,1.5640
0.4730,5.9925,2.6389,1.7717,3.0497,1.5640
0.4740,6.0101,2.6434,1.7704,3.0497,1.5640
0.4750,6.0387,2.6482,1.7691,3.0497,1.5640
0.4760,6.0564,2.6531,1.7678,3.0497,1.5640
0.4770,6.0849,2.6581,1.7667,3.0497,1.5640
0.4780,6.1153,2.6633,1.7656,3.0497,1.5640
0.4790,6.1342,2.6687,1.7647,3.0497,1.5640
0.4800,6.1635,2.6742,1.7639,3.0497,1.5640
0.4810,6.1938,2.6799,1.7632,3.0497,1.5640
0
