time, theta__error, theta_dot_error
0.000000, -0.000001, -0.000390
0.001000, 0.000010, 0.006667
0.002000, -0.000175, -0.120904
0.003000, 0.003164, 2.185479
0.004000, -0.020220, -14.860249
0.005000, -0.009506, 2.188984
0.006000, -0.032888, -14.858176
0.007000, -0.022170, 2.192659
0.008000, -0.045550, -14.856081
0.009000, -0.034827, 2.196503
0.010000, -0.058206, -14.853961
0.011000, -0.047479, 2.200516
0.012000, -0.070857, -14.851818
0.013000, -0.060124, 2.204698
0.014000, -0.083501, -14.849651
0.015000, -0.072762, 2.209048
0.016000, -0.096138, -14.847459
0.017000, -0.085394, 2.213566
0.018000, -0.108768, -14.845243
0.019000, -0.098018, 2.218250
0.020000, -0.121392, -14.843002
0.021000, -0.110636, 2.223100
0.022000, -0.134009, -14.840736
0.023000, -0.123246, 2.228115
0.024000, -0.146618, -14.838445
0.025000, -0.135849, 2.233294
0.026000, -0.159219, -14.836129
0.027000, -0.148443, 2.238635
0.028000, -0.171813, -14.833788
0.029000, -0.161030, 2.244137
0.030000, -0.184400, -14.831421
0.031000, -0.173609, 2.249799
0.032000, -0.196971, -14.824897
0.033000, -0.186169, 2.259672
0.034000, -0.207528, -13.485603
0.035000, -0.195382, 3.602078
0.036000, -0.217407, -13.482999
0.037000, -0.205254, 3.607558
0.038000, -0.227279, -13.480351
0.039000, -0.215119, 3.613163
0.040000, -0.237142, -13.477658
0.041000, -0.224975, 3.618889
0.042000, -0.246997, -13.474921
0.043000, -0.234822, 3.624737
0.044000, -0.256843, -13.472141
0.045000, -0.244660, 3.630705
0.046000, -0.266680, -13.469317
0.047000, -0.254490, 3.636791
0.048000, -0.276508, -13.466451
0.049000, -0.264310, 3.642994
0.050000, -0.286327, -13.463542
0.051000, -0.274121, 3.649311
0.052000, -0.296137, -13.460591
0.053000, -0.283923, 3.655743
0.054000, -0.305937, -13.457599
0.055000, -0.293715, 3.662285
0.056000, -0.315728, -13.454566
0.057000, -0.303497, 3.668938
0.058000, -0.325509, -13.451492
0.059000, -0.313270, 3.675699
0.060000, -0.335280, -13.448379
0.061000, -0.323032, 3.682567
0.062000, -0.345037, -13.442703
0.063000, -0.332778, 3.692025
0.064000, -0.354783, -13.439575
0.065000, -0.342515, 3.699029
0.066000, -0.364519, -13.436405
0.067000, -0.352242, 3.706132
0.068000, -0.374245, -13.433195
0.069000, -0.361958, 3.713334
0.070000, -0.383960, -13.429944
0.071000, -0.371664, 3.720633
0.072000, -0.392754, -12.819704
0.073000, -0.379842, 4.334665
0.074000, -0.401233, -12.816174
0.075000, -0.388313, 4.341841
0.076000, -0.409702, -12.812603
0.077000, -0.396772, 4.349100
0.078000, -0.418160, -12.808990
0.079000, -0.405221, 4.356441
0.080000, -0.426603, -12.802579
0.081000, -0.413652, 4.366586
0.082000, -0.435034, -12.798931
0.083000, -0.422073, 4.374018
0.084000, -0.443453, -12.795243
0.085000, -0.430483, 4.381526
0.086000, -0.451861, -12.791514
0.087000, -0.438882, 4.389107
0.088000, -0.460258, -12.787746
0.089000, -0.447269, 4.396760
0.090000, -0.468643, -12.783940
0.091000, -0.455645, 4.404483
0.092000, -0.477017, -12.780097
0.093000, -0.464009, 4.412273
0.094000, -0.484003, -11.859034
0.095000, -0.470069, 5.336781
0.096000, -0.490519, -11.854822
0.097000, -0.476576, 5.344161
0.098000, -0.497024, -11.850569
0.099000, -0.483071, 5.351599
0.100000, -0.503513, -11.844536
0.101000, -0.489550, 5.360815
0.102000, -0.509991, -11.840223
0.103000, -0.496018, 5.368327
0.104000, -0.516456, -11.835871
0.105000, -0.502474, 5.375893
0.106000, -0.522909, -11.831481
0.107000, -0.508918, 5.383510
0.108000, -0.529351, -11.827055
0.109000, -0.515351, 5.391176
0.110000, -0.535780, -11.822594
0.111000, -0.521770, 5.398891
0.112000, -0.542197, -11.817898
0.113000, -0.528177, 5.406850
0.114000, -0.548598, -11.811467
0.115000, -0.534568, 5.416537
0.116000, -0.554986, -11.806920
0.117000, -0.540946, 5.424346
0.118000, -0.561362, -11.802342
0.119000, -0.547312, 5.432197
0.120000, -0.567725, -11.797731
0.121000, -0.553666, 5.440088
0.122000, -0.574076, -11.793091
0.123000, -0.560007, 5.448018
0.124000, -0.580414, -11.788421
0.125000, -0.566336, 5.455984
0.126000, -0.586739, -11.783722
0.127000, -0.572651, 5.463986
0.128000, -0.593051, -11.778518
0.129000, -0.578953, 5.472496
0.130000, -0.599350, -11.773769
0.131000, -0.585242, 5.480556
0.132000, -0.605634, -11.767329
0.133000, -0.591515, 5.490296
0.134000, -0.611903, -11.762537
0.135000, -0.597775, 5.498387
0.136000, -0.618160, -11.757720
0.137000, -0.604022, 5.506506
0.138000, -0.623617, -11.227879
0.139000, -0.608944, 6.039307
0.140000, -0.628798, -11.222862
0.141000, -0.614116, 6.047115
0.142000, -0.633966, -11.217819
0.143000, -0.619275, 6.054950
0.144000, -0.639121, -11.212750
0.145000, -0.624421, 6.062810
0.146000, -0.644260, -11.204993
0.147000, -0.629547, 6.073335
0.148000, -0.649384, -11.199885
0.149000, -0.634662, 6.081198
