time,t_er_arm1,t_dot_er_arm1,t_er_arm2,t_dot_er_arm2
3.205000, -0.001571, 0.002488,-0.000356, 0.000565
3.206000, -0.001569, 0.002485,-0.000356, 0.000564
3.207000, -0.001566, 0.002482,-0.000355, 0.000564
3.208000, -0.001564, 0.002478,-0.000355, 0.000563
3.209000, -0.001561, 0.002475,-0.000354, 0.000563
3.210000, -0.001559, 0.002472,-0.000354, 0.000562
3.211000, -0.001556, 0.002469,-0.000353, 0.000562
3.212000, -0.001554, 0.002465,-0.000352, 0.000561
3.213000, -0.001551, 0.002462,-0.000352, 0.000561
3.214000, -0.001549, 0.002459,-0.000351, 0.000560
3.215000, -0.001546, 0.002455,-0.000351, 0.000560
3.216000, -0.001544, 0.002452,-0.000350, 0.000559
3.217000, -0.001541, 0.002448,-0.000350, 0.000558
3.218000, -0.001539, 0.002445,-0.000349, 0.000558
3.219000, -0.001537, 0.002441,-0.000349, 0.000557
3.220000, -0.001534, 0.002438,-0.000348, 0.000556
3.221000, -0.001532, 0.002434,-0.000347, 0.000556
3.222000, -0.001529, 0.002431,-0.000347, 0.000555
3.223000, -0.001527, 0.002427,-0.000346, 0.000554
3.224000, -0.001524, 0.002424,-0.000346, 0.000554
3.225000, -0.001522, 0.002420,-0.000345, 0.000553
3.226000, -0.001520, 0.002416,-0.000345, 0.000552
3.227000, -0.001517, 0.002413,-0.000344, 0.000551
3.228000, -0.001515, 0.002409,-0.000344, 0.000550
3.229000, -0.001512, 0.002405,-0.000343, 0.000550
3.230000, -0.001510, 0.002401,-0.000342, 0.000549
3.231000, -0.001507, 0.002398,-0.000342, 0.000548
3.232000, -0.001505, 0.002394,-0.000341, 0.000547
3.233000, -0.001503, 0.002390,-0.000341, 0.000546
3.234000, -0.001500, 0.002386,-0.000340, 0.000545
3.235000, -0.001498, 0.002382,-0.000340, 0.000544
3.236000, -0.001496, 0.002378,-0.000339, 0.000543
3.237000, -0.001493, 0.002375,-0.000339, 0.000542
3.238000, -0.001491, 0.002371,-0.000338, 0.000541
3.239000, -0.001488, 0.002367,-0.000338, 0.000540
3.240000, -0.001486, 0.002363,-0.000337, 0.000539
3.241000, -0.001484, 0.002359,-0.000336, 0.000538
3.242000, -0.001481, 0.002355,-0.000336, 0.000537
3.243000, -0.001479, 0.002351,-0.000335, 0.000536
3.244000, -0.001477, 0.002347,-0.000335, 0.000535
3.245000, -0.001474, 0.002343,-0.000334, 0.000534
3.246000, -0.001472, 0.002339,-0.000334, 0.000533
3.247000, -0.001470, 0.002335,-0.000333, 0.000532
3.248000, -0.001467, 0.002331,-0.000333, 0.000531
3.249000, -0.001465, 0.002327,-0.000332, 0.000530
3.250000, -0.001463, 0.002323,-0.000332, 0.000529
3.251000, -0.001460, 0.002319,-0.000331, 0.000528
3.252000, -0.001458, 0.002315,-0.000331, 0.000527
3.253000, -0.001456, 0.002311,-0.000330, 0.000526
3.254000, -0.001453, 0.002307,-0.000330, 0.000524
3.255000, -0.001451, 0.002303,-0.000329, 0.000523
3.256000, -0.001449, 0.002299,-0.000329, 0.000522
3.257000, -0.001446, 0.002295,-0.000328, 0.000521
3.258000, -0.001444, 0.002291,-0.000327, 0.000520
3.259000, -0.001442, 0.002287,-0.000327, 0.000519
3.260000, -0.001440, 0.002283,-0.000326, 0.000518
3.261000, -0.001437, 0.002278,-0.000326, 0.000516
3.262000, -0.001435, 0.002274,-0.000325, 0.000515
3.263000, -0.001433, 0.002270,-0.000325, 0.000514
3.264000, -0.001430, 0.002266,-0.000324, 0.000513
3.265000, -0.001428, 0.002262,-0.000324, 0.000512
3.266000, -0.001426, 0.002258,-0.000323, 0.000511
3.267000, -0.001424, 0.002254,-0.000323, 0.000510
3.268000, -0.001421, 0.002250,-0.000322, 0.000508
3.269000, -0.001419, 0.002246,-0.000322, 0.000507
3.270000, -0.001417, 0.002242,-0.000321, 0.000506
3.271000, -0.001415, 0.002238,-0.000321, 0.000505
3.272000, -0.001412, 0.002234,-0.000320, 0.000504
3.273000, -0.001410, 0.002230,-0.000320, 0.000502
3.274000, -0.001408, 0.002226,-0.000319, 0.000501
3.275000, -0.001406, 0.002221,-0.000319, 0.000500
3.276000, -0.001404, 0.002217,-0.000318, 0.000499
3.277000, -0.001401, 0.002213,-0.000318, 0.000498
3.278000, -0.001399, 0.002209,-0.000317, 0.000497
3.279000, -0.001397, 0.002205,-0.000317, 0.000495
3.280000, -0.001395, 0.002201,-0.000316, 0.000494
3.281000, -0.001393, 0.002197,-0.000316, 0.000493
3.282000, -0.001390, 0.002193,-0.000315, 0.000492
3.283000, -0.001388, 0.002189,-0.000315, 0.000491
3.284000, -0.001386, 0.002185,-0.000314, 0.000490
3.285000, -0.001384, 0.002181,-0.000314, 0.000488
3.286000, -0.001382, 0.002177,-0.000313, 0.000487
3.287000, -0.001379, 0.002173,-0.000313, 0.000486
3.288000, -0.001377, 0.002169,-0.000312, 0.000485
3.289000, -0.001375, 0.002165,-0.000312, 0.000484
3.290000, -0.001373, 0.002161,-0.000311, 0.000483
3.291000, -0.001371, 0.002157,-0.000311, 0.000481
3.292000, -0.001369, 0.002153,-0.000310, 0.000480
3.293000, -0.001366, 0.002149,-0.000310, 0.000479
3.294000, -0.001364, 0.002146,-0.000309, 0.000478
3.295000, -0.001362, 0.002142,-0.000309, 0.000477
3.296000, -0.001360, 0.002138,-0.000309, 0.000476
3.297000, -0.001358, 0.002134,-0.000308, 0.000475
3.298000, -0.001356, 0.002130,-0.000308, 0.000474
3.299000, -0.001354, 0.002126,-0.000307, 0.000472
3.300000, -0.001352, 0.002122,-0.000307, 0.000471
3.301000, -0.001349, 0.002118,-0.000306, 0.000470
3.302000, -0.001347, 0.002115,-0.000306, 0.000469
3.303000, -0.001345, 0.002111,-0.000305, 0.000468
3.304000, -0.001343, 0.002107,-0.000305, 0.000467
3.305000, -0.001341, 0.002103,-0.000304, 0.000466
3.306000, -0.001339, 0.002099,-0.000304, 0.000465
3.307000, -0.001337, 0.002096,-0.000303, 0.000464
3.308000, -0.001335, 0.002092,-0.000303, 0.000463
3.309000, -0.001333, 0.002088,-0.000302, 0.000462
3.310000, -0.001330, 0.002084,-0.000302, 0.000460
3.311000, -0.001328, 0.002081,-0.000302, 0.000459
3.312000, -0.001326, 0.002077,-0.000301, 0.000458
3.313000, -0.001324, 0.002073,-0.000301, 0.000457
3.314000, -0.001322, 0.002069,-0.000300, 0.000456
3.315000, -0.001320, 0.002066,-0.000300, 0.000455
3.316000, -0.001318, 0.002062,-0.000299, 0.000454
3.317000, -0.001316, 0.002058,-0.000299, 0.000453
3.318000, -0.001314, 0.002055,-0.000298, 0.000452
3.319000, -0.001312, 0.002051,-0.000298, 0.000451
3.320000, -0.001310, 0.002048,-0.000297, 0.000450
3.321000, -0.001308, 0.002044,-0.000297, 0.000449
3.322000, -0.001306, 0.002040,-0.000297, 0.000448
3.323000, -0.001304, 0.002037,-0.000296, 0.000447
3.324000, -0.001302, 0.002033,-0.000296, 0.000446
3.325000, -0.001300, 0.002030,-0.000295, 0.000445
3.326000, -0.001298, 0.002026,-0.000295, 0.000444
3.327000, -0.001296, 0.002023,-0.000294, 0.000443
3.328000, -0.001294, 0.002019,-0.000294, 0.000442
3.329000, -0.001292, 0.002016,-0.000293, 0.000441
3.330000, -0.001290, 0.002012,-0.000293, 0.000441
3.331000, -0.001288, 0.002009,-0.000293, 0.000440
3.332000, -0.001286, 0.002005,-0.000292, 0.000439
3.333000, -0.001284, 0.002002,-0.000292, 0.000438
3.334000, -0.001282, 0.001999,-0.000291, 0.000437
3.335000, -0.001280, 0.001995,-0.000291, 0.000436
3.336000, -0.001278, 0.001992,-0.000290, 0.000435
3.337000, -0.001276, 0.001989,-0.000290, 0.000434
3.338000, -0.001274, 0.001985,-0.000289, 0.000433
3.339000, -0.001272, 0.001982,-0.000289, 0.000432
3.340000, -0.001270, 0.001978,-0.000289, 0.000432
3.341000, -0.001268, 0.001975,-0.000288, 0.000431
3.342000, -0.001266, 0.001972,-0.000288, 0.000430
3.343000, -0.001264, 0.001969,-0.000287, 0.000429
3.344000, -0.001262, 0.001965,-0.000287, 0.000428
3.345000, -0.001260, 0.001962,-0.000286, 0.000427
3.346000, -0.001258, 0.001959,-0.000286, 0.000426
3.347000, -0.001256, 0.001956,-0.000286, 0.000426
3.348000, -0.001254, 0.001952,-0.000285, 0.000425
3.349000, -0.001252, 0.001949,-0.000285, 0.000424
3.350000, -0.001250
