time, theta__error, theta_dot_error
0.553000, 0.000008, -0.000016
0.554000, 0.000008, -0.000016
0.555000, 0.000008, -0.000016
0.556000, 0.000008, -0.000016
0.557000, 0.000008, -0.000016
0.558000, 0.000008, -0.000016
0.559000, 0.000008, -0.000016
0.560000, 0.000008, -0.000016
0.561000, 0.000008, -0.000016
0.562000, 0.000008, -0.000015
0.563000, 0.000008, -0.000015
0.564000, 0.000008, -0.000015
0.565000, 0.000008, -0.000015
0.566000, 0.000008, -0.000015
0.567000, 0.000008, -0.000015
0.568000, 0.000008, -0.000015
0.569000, 0.000008, -0.000015
0.570000, 0.000008, -0.000015
0.571000, 0.000008, -0.000015
0.572000, 0.000008, -0.000015
0.573000, 0.000008, -0.000015
0.574000, 0.000008, -0.000015
0.575000, 0.000008, -0.000015
0.576000, 0.000008, -0.000015
0.577000, 0.000008, -0.000015
0.578000, 0.000008, -0.000015
0.579000, 0.000008, -0.000015
0.580000, 0.000008, -0.000015
0.581000, 0.000008, -0.000015
0.582000, 0.000008, -0.000015
0.583000, 0.000008, -0.000015
0.584000, 0.000008, -0.000015
0.585000, 0.000008, -0.000015
0.586000, 0.000008, -0.000015
0.587000, 0.000008, -0.000015
0.588000, 0.000008, -0.000015
0.589000, 0.000008, -0.000015
0.590000, 0.000008, -0.000015
0.591000, 0.000008, -0.000015
0.592000, 0.000008, -0.000015
0.593000, 0.000008, -0.000015
0.594000, 0.000008, -0.000015
0.595000, 0.000008, -0.000015
0.596000, 0.000008, -0.000015
0.597000, 0.000008, -0.000015
0.598000, 0.000008, -0.000015
0.599000, 0.000008, -0.000015
0.600000, 0.000008, -0.000015
0.601000, 0.000008, -0.000015
0.602000, 0.000008, -0.000015
0.603000, 0.000008, -0.000015
0.604000, 0.000008, -0.000015
0.605000, 0.000008, -0.000015
0.606000, 0.000007, -0.000015
0.607000, 0.000007, -0.000015
0.608000, 0.000007, -0.000015
0.609000, 0.000007, -0.000015
0.610000, 0.000007, -0.000015
0.611000, 0.000007, -0.000015
0.612000, 0.000007, -0.000015
0.613000, 0.000007, -0.000015
0.614000, 0.000007, -0.000015
0.615000, 0.000007, -0.000015
0.616000, 0.000007, -0.000015
0.617000, 0.000007, -0.000015
0.618000, 0.000007, -0.000015
0.619000, 0.000007, -0.000015
0.620000, 0.000007, -0.000015
0.621000, 0.000007, -0.000015
0.622000, 0.000007, -0.000015
0.623000, 0.000007, -0.000015
0.624000, 0.000007, -0.000015
0.625000, 0.000007, -0.000015
0.626000, 0.000007, -0.000015
