time, theta__error, theta_dot_error
0.000000, -1.500001, -0.000390
0.001000, -1.492948, 4.701718
0.002000, -1.481787, 9.007545
0.003000, -1.466888, 12.935680
0.004000, -1.448599, 16.504493
0.005000, -1.427253, 19.732075
0.006000, -1.403165, 22.636180
0.007000, -1.376631, 25.234176
0.008000, -1.347934, 27.542994
0.009000, -1.317337, 29.579096
0.010000, -1.285089, 31.358439
0.011000, -1.251423, 32.896452
0.012000, -1.216560, 34.208024
0.013000, -1.180702, 35.307490
0.014000, -1.144043, 36.208629
0.015000, -1.106760, 36.924668
0.016000, -1.069020, 37.468288
0.017000, -1.030977, 37.851637
0.018000, -0.992773, 38.086336
0.019000, -0.954541, 38.183502
0.020000, -0.916402, 38.153759
0.021000, -0.878468, 38.007255
0.022000, -0.840841, 37.753677
0.023000, -0.803615, 37.402270
0.024000, -0.766873, 36.961846
0.025000, -0.730693, 36.440799
0.026000, -0.695143, 35.847121
0.027000, -0.660284, 35.188406
0.028000, -0.626170, 34.471865
0.029000, -0.592849, 33.704334
0.030000, -0.560363, 32.892281
0.031000, -0.528747, 32.041816
0.032000, -0.498029, 31.158700
0.033000, -0.468236, 30.248349
0.034000, -0.439387, 29.315845
0.035000, -0.411496, 28.365944
0.036000, -0.384574, 27.403083
0.037000, -0.358629, 26.431393
0.038000, -0.333662, 25.454703
0.039000, -0.309675, 24.476553
0.040000, -0.286663, 23.500203
0.041000, -0.264620, 22.528647
0.042000, -0.243537, 21.564618
0.043000, -0.223404, 20.610604
0.044000, -0.204206, 19.668854
0.045000, -0.185928, 18.741396
0.046000, -0.168554, 17.830044
0.047000, -0.152064, 16.936408
0.048000, -0.136439, 16.061910
0.049000, -0.121659, 15.207789
0.050000, -0.107700, 14.375118
0.051000, -0.094540, 13.564808
0.052000, -0.082156, 12.777624
0.053000, -0.070524, 12.014190
0.054000, -0.059618, 11.275004
0.055000, -0.049415, 10.560442
0.056000, -0.039889, 9.870769
0.057000, -0.031015, 9.206147
0.058000, -0.022768, 8.566645
0.059000, -0.015123, 7.952244
0.060000, -0.008055, 7.362845
0.061000, -0.001539, 6.798280
0.062000, 0.004449, 6.258310
0.063000, 0.009934, 5.742641
0.064000, 0.014939, 5.250923
0.065000, 0.019488, 4.782758
0.066000, 0.023603, 4.337707
0.067000, 0.027307, 3.915291
0.068000, 0.030622, 3.515000
0.069000, 0.033569, 3.136295
0.070000, 0.036168, 2.778610
0.071000, 0.038441, 2.441363
0.072000, 0.040406, 2.123950
0.073000, 0.042083, 1.825756
0.074000, 0.043489, 1.546155
0.075000, 0.044643, 1.284514
0.076000, 0.045561, 1.040192
0.077000, 0.046260, 0.812548
0.078000, 0.046755, 0.600940
0.079000, 0.047062, 0.404727
0.080000, 0.047194, 0.223273
0.081000, 0.047166, 0.055945
0.082000, 0.046992, -0.097881
0.083000, 0.046682, -0.238822
0.084000, 0.046251, -0.367485
0.085000, 0.045708, -0.484465
0.086000, 0.045064, -0.590347
0.087000, 0.044331, -0.685703
0.088000, 0.043517, -0.771092
0.089000, 0.042632, -0.847058
0.090000, 0.041684, -0.914131
0.091000, 0.040682, -0.972824
0.092000, 0.039633, -1.023638
0.093000, 0.038544, -1.067056
0.094000, 0.037423, -1.103544
0.095000, 0.036274, -1.133554
0.096000, 0.035105, -1.157519
0.097000, 0.033920, -1.175860
0.098000, 0.032724, -1.188976
0.099000, 0.031523, -1.197254
0.100000, 0.030320, -1.201063
0.101000, 0.029119, -1.200757
0.102000, 0.027924, -1.196672
0.103000, 0.026739, -1.189131
0.104000, 0.025566, -1.178440
0.105000, 0.024408, -1.164890
0.106000, 0.023267, -1.148759
0.107000, 0.022146, -1.130307
0.108000, 0.021047, -1.109784
0.109000, 0.019970, -1.087424
0.110000, 0.018919, -1.063448
0.111000, 0.017894, -1.038063
0.112000, 0.016895, -1.011466
0.113000, 0.015925, -0.983840
0.114000, 0.014984, -0.955356
0.115000, 0.014073, -0.926175
0.116000, 0.013191, -0.896446
0.117000, 0.012340, -0.866308
0.118000, 0.011519, -0.835891
0.119000, 0.010729, -0.805312
0.120000, 0.009970, -0.774683
0.121000, 0.009241, -0.744104
0.122000, 0.008542, -0.713669
0.123000, 0.007874, -0.683461
0.124000, 0.007236, -0.653559
0.125000, 0.006626, -0.624031
0.126000, 0.006046, -0.594940
0.127000, 0.005494, -0.566344
0.128000, 0.004970, -0.538292
0.129000, 0.004472, -0.510828
0.130000, 0.004002, -0.483992
0.131000, 0.003557, -0.457817
0.132000, 0.003138, -0.432332
0.133000, 0.002742, -0.407561
0.134000, 0.002371, -0.383525
0.135000, 0.002022, -0.360239
0.136000, 0.001696, -0.337716
0.137000, 0.001391, -0.315965
0.138000, 0.001106, -0.294991
0.139000, 0.000842, -0.274798
0.140000, 0.000596, -0.255386
0.141000, 0.000368, -0.236752
0.142000, 0.000158, -0.218892
0.143000, -0.000035, -0.201798
0.144000, -0.000212, -0.185464
0.145000, -0.000374, -0.169877
0.146000, -0.000522, -0.155027
0.147000, -0.000656, -0.140900
0.148000, -0.000776, -0.127482
0.149000, -0.000885, -0.114757
0.150000, -0.000981, -0.102710
0.151000, -0.001067, -0.091322
0.152000, -0.001142, -0.080576
0.153000, -0.001208, -0.070454
0.154000, -0.001264, -0.060936
0.155000, -0.001311, -0.052004
0.156000, -0.001351, -0.043637
0.157000, -0.001383, -0.035817
0.158000, -0.001408, -0.028523
0.159000, -0.001426, -0.021734
0.160000, -0.001438, -0.015433
0.161000, -0.001445, -0.009598
0.162000, -0.001446, -0.004209
0.163000, -0.001443, 0.000752
0.164000, -0.001436, 0.005304
0.165000, -0.001424, 0.009468
0.166000, -0.001409, 0.013260
0.167000, -0.001391, 0.016701
0.168000, -0.001369, 0.019807
0.169000, -0.001345, 0.022596
0.170000, -0.001319, 0.025085
0.171000, -0.001290, 0.027291
0.172000, -0.001260, 0.029230
0.173000, -0.001228, 0.030918
0.174000, -0.001195, 0.032370
0.175000, -0.001161, 0.033600
0.176000, -0.001126, 0.034622
0.177000, -0.001090, 0.035452
0.178000, -0.001054, 0.036101
0.179000, -0.001017, 0.036582
0.180000, -0.000980, 0.036908
0.181000, -0.000943, 0.037090
0.182000, -0.000906, 0.037139
0.183000, -0.000868, 0.037067
0.184000, -0.000832, 0.036883
0.185000, -0.000795, 0.036597
0.186000, -0.000759, 0.036218
0.187000, -0.000724, 0.035755
0.188000, -0.000689, 0.035216
0.189000, -0.000654, 0.034610
0.190000, -0.000621, 0.033943
0.191000, -0.000588, 0.033224
0.192000, -0.000556, 0.032457
0.193000, -0.000525, 0.031650
0.194000, -0.000494, 0.030809
0.195000, -0.000465, 0.029939
0.196000, -0.000436, 0.029045
0.197000, -0.000408, 0.028131
0.198000, -0.000382, 0.027203
0.199000, -0.000356, 0.026265
0.200000, -0.000331, 0.025320
0.201000, -0.000307, 0.024372
0.202000, -0.000284, 0.023423
0.203000, -0.000262, 0.022478
0.204000, -0.000241, 0.021539
0.205000, -0.000221, 0.020608
0.206000, -0.000202, 0.019688
0.207000, -0.000183, 0.018781
0.208000, -0.000166, 0.017888
0.209000, -0.000149, 0.017011
0.210000, -0.000134, 0.016152
0.211000, -0.000119, 0.015312
0.212000, -0.000105, 0.014491
0.213000, -0.000091, 0.013692
0.214000, -0.000079, 0.012915
0.215000, -0.000067, 0.012160
0.216000, -0.000056, 0.011428
0.217000, -0.000046, 0.010719
0.218000, -0.000036, 0.010034
0.219000, -0.000027, 0.009374
0.220000, -0.000019, 0.008737
0.221000, -0.000011, 0.008125
0.222000, -0.000004, 0.007537
0.223000, 0.000003, 0.006973
0.224000, 0.000009, 0.006432
0.225000, 0.000015, 0.005916
0.226000, 0.000020, 0.005423
0.227000, 0.000025, 0.004952
0.228000, 0.000029, 0.004505
0.229000, 0.000033, 0.004079
0.230000, 0.000037, 0.003676
0.231000, 0.000040, 0.003293
0.232000, 0.000042, 0.002931
0.233000, 0.000045, 0.002590
0.234000, 0.000047, 0.002267
0.235000, 0.000049, 0.001964
0.236000, 0.000050, 0.001680
0.237000, 0.000052, 0.001413
0.238000, 0.000053, 0.001163
0.239000, 0.000053, 0.000930
0.240000, 0.000054, 0.000713
0.241000, 0.000054, 0.000511
0.242000, 0.000055, 0.000324
0.243000, 0.000055, 0.000152
0.244000, 0.000055, -0.000008
0.245000, 0.000054, -0.000154
0.246000, 0.000054, -0.000288
0.247000, 0.000054, -0.000411
0.248000, 0.000053, -0.000522
0.249000, 0.000052, -0.000622
0.250000, 0.000052, -0.000713
0.251000, 0.000051, -0.000794
0.252000, 0.000050, -0.000866
0.253000, 0.000049, -0.000929
0.254000, 0.000048, -0.000984
0.255000, 0.000047, -0.001032
0.256000, 0.000046, -0.001073
0.257000, 0.000045, -0.001107
0.258000, 0.000043, -0.001135
0.259000, 0.000042, -0.001158
0.260000, 0.000041, -0.001174
0.261000, 0.000040, -0.001186
0.262000, 0.000039, -0.001193
0.263000, 0.000037, -0.001196
0.264000, 0.000036, -0.001196
0.265000, 0.000035, -0.001191
0.266000, 0.000034, -0.001183
0.267000, 0.000033, -0.001172
0.268000, 0.000032, -0.001159
0.269000, 0.000030, -0.001143
0.270000, 0.000029, -0.001124
0.271000, 0.000028, -0.001104
0.272000, 0.000027, -0.001082
0.273000, 0.000026, -0.001059
0.274000, 0.000025, -0.001034
0.275000, 0.000024, -0.001008
0.276000, 0.000023, -0.000981
0.277000, 0.000022, -0.000953
0.278000, 0.000021, -0.000925
0.279000, 0.000020, -0.000896
0.280000, 0.000020, -0.000867
0.281000, 0.000019, -0.000837
0.282000, 0.000018, -0.000808
0.283000, 0.000017, -0.000778
0.284000, 0.000016, -0.000748
0.285000, 0.000016, -0.000719
0.286000, 0.000015, -0.000689
0.287000, 0.000014, -0.000660
0.288000, 0.000014, -0.000632
0.289000, 0.000013, -0.000603
0.290000, 0.000013, -0.000576
0.291000, 0.000012, -0.000549
0.292000, 0.000012, -0.000522
0.293000, 0.000011, -0.000496
0.294000, 0.000011, -0.000471
0.295000, 0.000010, -0.000446
0.296000, 0.000010, -0.000422
0.297000, 0.000009, -0.000399
0.298000, 0.000009, -0.000376
0.299000, 0.000009, -0.000354
0.300000, 0.000008, -0.000333
0.301000, 0.000008, -0.000313
0.302000, 0.000008, -0.000293
0.303000, 0.000008, -0.000274
0.304000, 0.000007, -0.000256
0.305000, 0.000007, -0.000239
0.306000, 0.000007, -0.000222
0.307000, 0.000007, -0.000206
0.308000, 0.000006, -0.000191
0.309000, 0.000006, -0.000177
0.310000, 0.000006, -0.000163
0.311000, 0.000006, -0.000150
0.312000, 0.000006, -0.000138
0.313000, 0.000006, -0.000126
0.314000, 0.000006, -0.000115
0.315000, 0.000006, -0.000104
0.316000, 0.000005, -0.000094
0.317000, 0.000005, -0.000085
0.318000, 0.000005, -0.000076
0.319000, 0.000005, -0.000068
0.320000, 0.000005, -0.000060
0.321000, 0.000005, -0.000053
0.322000, 0.000005, -0.000047
0.323000, 0.000005, -0.000040
0.324000, 0.000005, -0.000035
0.325000, 0.000005, -0.000029
0.326000, 0.000005, -0.000024
0.327000, 0.000005, -0.000020
0.328000, 0.000005, -0.000016
0.329000, 0.000005, -0.000012
0.330000, 0.000005, -0.000008
0.331000, 0.000005, -0.000005
0.332000, 0.000005, -0.000002
0.333000, 0.000005, 0.000000
0.334000, 0.000005, 0.000002
0.335000, 0.000005, 0.000004
0.336000, 0.000005, 0.000006
0.337000, 0.000005, 0.000008
0.338000, 0.000005, 0.000009
0.339000, 0.000005, 0.000010
0.340000, 0.000005, 0.000011
0.341000, 0.000005, 0.000012
0.342000, 0.000005, 0.000013
0.343000, 0.000005, 0.000013
0.344000, 0.000005, 0.000013
0.345000, 0.000005, 0.000014
0.346000, 0.000005, 0.000014
0.347000, 0.000005, 0.000014
0.348000, 0.000005, 0.000013
0.349000, 0.000005, 0.000013
0.350000, 0.000005, 0.000013
0.351000, 0.000005, 0.000013
0.352000, 0.000005, 0.000012
0.353000, 0.000005, 0.000012
0.354000, 0.000005, 0.000011
0.355000, 0.000005, 0.000010
0.356000, 0.000005, 0.000010
0.357000, 0.000005, 0.000009
0.358000, 0.000005, 0.000008
0.359000, 0.000005, 0.000008
0.360000, 0.000005, 0.000007
0.361000, 0.000005, 0.000006
0.362000, 0.000005, 0.000005
0.363000, 0.000005, 0.000005
0.364000, 0.000005, 0.000004
0.365000, 0.000005, 0.000003
0.366000, 0.000005, 0.000002
0.367000, 0.000005, 0.000002
0.368000, 0.000005, 0.000001
0.369000, 0.000005, -0.000000
0.370000, 0.000005, -0.000001
0.371000, 0.000005, -0.000002
0.372000, 0.000005, -0.000002
0.373000, 0.000005, -0.000003
0.374000, 0.000005, -0.000004
0.375000, 0.000005, -0.000004
0.376000, 0.000005, -0.000005
0.377000, 0.000005, -0.000006
0.378000, 0.000005, -0.000006
0.379000, 0.000005, -0.000007
0.380000, 0.000005, -0.000007
0.381000, 0.000005, -0.000008
0.382000, 0.000005, -0.000008
0.383000, 0.000005, -0.000009
0.384000, 0.000005, -0.000009
0.385000, 0.000005, -0.000010
0.386000, 0.000005, -0.000010
0.387000, 0.000005, -0.000011
0.388000, 0.000005, -0.000011
0.389000, 0.000005, -0.000011
0.390000, 0.000005, -0.000012
0.391000, 0.000005, -0.000012
0.392000, 0.000005, -0.000012
0.393000, 0.000005, -0.000013
0.394000, 0.000005, -0.000013
0.395000, 0.000005, -0.000013
0.396000, 0.000005, -0.000014
0.397000, 0.000005, -0.000014
0.398000, 0.000005, -0.000014
