time, theta__error, theta_dot_error
0.000000, -0.000001, -0.000390
0.001000, 0.000006, 0.004292
0.002000, -0.000070, -0.049394
0.003000, 0.000806, 0.567441
0.004000, -0.009257, -6.519159
0.005000, 0.009794, 10.527774
0.006000, -0.005247, -6.518289
0.007000, 0.013805, 10.528211
0.008000, -0.001236, -6.517420
0.009000, 0.017816, 10.528661
0.010000, 0.002777, -6.516553
0.011000, 0.004838, -0.798430
0.012000, -0.021362, -17.732374
0.013000, -0.013520, -0.682639
0.014000, 0.011368, 16.364123
0.015000, 0.002162, -0.682481
0.016000, -0.015305, -11.872538
0.017000, -0.001605, 5.176321
0.018000, -0.008793, -3.066538
0.019000, 0.013546, 13.870556
0.020000, 0.001865, -3.163801
0.021000, -0.001932, -3.586202
0.022000, 0.020048, 13.457606
0.023000, 0.007938, -3.587404
0.024000, -0.020469, -20.133821
0.025000, -0.015029, -3.084139
0.026000, 0.007294, 13.853838
0.027000, -0.004259, -3.084489
0.028000, 0.018223, 13.959834
0.029000, 0.006614, -3.085436
0.030000, -0.021395, -19.701706
0.031000, -0.015522, -2.651884
0.032000, 0.007261, 14.304650
0.033000, -0.003843, -2.634171
0.034000, 0.018929, 14.303054
0.035000, 0.007824, -2.635225
0.036000, -0.019828, -19.313433
0.037000, -0.013569, -2.264930
0.038000, 0.009573, 14.672958
0.039000, -0.001162, -2.265960
0.040000, 0.019477, 13.004079
0.041000, 0.007073, -3.934160
0.042000, -0.021599, -20.426301
0.043000, -0.016453, -3.377791
0.044000, 0.005577, 13.560277
0.045000, -0.006271, -3.378715
0.046000, 0.015756, 13.558652
0.047000, 0.003907, -3.379671
0.048000, -0.018321, -15.945349
0.049000, -0.008694, 1.103262
0.050000, 0.017585, 17.886879
0.051000, 0.010064, 0.948253
0.052000, -0.014555, -16.096628
0.053000, -0.005079, 0.951593
0.054000, 0.021079, 17.755882
0.055000, 0.013427, 0.817736
0.056000, -0.011322, -16.226853
0.057000, -0.001977, 0.821078
0.058000, 0.012985, 10.247864
0.059000, -0.002173, -6.689321
0.060000, 0.016542, 10.247128
0.061000, 0.001324, -6.729844
0.062000, 0.017927, 8.825882
0.063000, 0.001347, -8.111388
0.064000, 0.018641, 8.825246
0.065000, 0.002061, -8.111775
0.066000, 0.017636, 7.679638
0.067000, -0.000091, -9.257945
0.068000, 0.016056, 7.678421
0.069000, -0.001753, -9.312886
0.070000, 0.014504, 7.733503
0.071000, -0.003330, -9.311497
0.072000, 0.012929, 7.735270
0.073000, -0.004904, -9.310092
0.074000, 0.011357, 7.737051
0.075000, -0.006475, -9.308674
0.076000, 0.009751, 7.714177
0.077000, -0.008103, -9.331076
0.078000, 0.008138, 7.716825
0.079000, -0.009554, -9.222173
0.080000, 0.006629, 7.714756
0.081000, -0.011225, -9.331340
0.082000, 0.005017, 7.717485
0.083000, -0.012834, -9.328125
0.084000, 0.003410, 7.720228
0.085000, -0.014279, -9.219300
0.086000, 0.001908, 7.718300
0.087000, -0.015943, -9.328106
0.088000, 0.000303, 7.721119
0.089000, -0.017385, -9.218169
0.090000, -0.001197, 7.719350
0.091000, -0.019048, -9.327810
0.092000, -0.002801, 7.722238
0.093000, -0.009788, -2.083793
0.094000, 0.013534, 14.853619
0.095000, 0.002981, -2.084476
0.096000, -0.016131, -13.435781
0.097000, -0.003994, 3.612727
0.098000, 0.017880, 15.786389
0.099000, 0.008258, -1.152094
0.100000, -0.018117, -17.967523
0.101000, -0.010678, -1.029794
0.102000, 0.013863, 16.017595
0.103000, 0.004312, -1.028601
0.104000, -0.021919, -17.829873
0.105000, -0.014342, -0.892276
0.106000, 0.010338, 16.156270
0.107000, 0.000924, -0.890691
0.108000, -0.003837, -3.471012
0.109000, 0.018097, 13.465512
0.110000, 0.006137, -3.484827
0.111000, -0.022189, -20.045598
0.112000, -0.016660, -2.995722
0.113000, 0.005751, 13.942311
0.114000, -0.005714, -2.995991
0.115000, 0.016744, 13.973084
0.116000, 0.005309, -2.965335
0.117000, -0.022606, -19.598603
0.118000, -0.016795, -2.658776
0.119000, 0.006120, 14.390684
0.120000, -0.004898, -2.548887
0.121000, 0.017959, 14.388354
0.122000, 0.006940, -2.549860
0.123000, -0.020647, -19.240869
0.124000, -0.014478, -2.301537
0.125000, 0.008794, 14.747722
0.126000, -0.001867, -2.191486
0.127000, 0.021347, 14.745302
