time,eye_theta_error_l,eye_theta_error_r
0.848000,-0.085727,-0.085727
0.849000,-0.085727,-0.085727
0.850000,-0.085727,-0.085727
0.851000,-0.085727,-0.085727
0.852000,-0.085727,-0.085727
0.853000,-0.085727,-0.085727
0.854000,-0.085727,-0.085727
0.855000,-0.085727,-0.085727
0.856000,-0.093477,-0.085727
0.857000,-0.093477,-0.085727
0.858000,-0.093477,-0.085727
0.859000,-0.093477,-0.085727
0.860000,-0.093477,-0.085727
0.861000,-0.093477,-0.085727
0.862000,-0.093477,-0.085727
0.863000,-0.093477,-0.085727
0.864000,-0.093477,-0.085727
0.865000,-0.093477,-0.085727
0.866000,-0.093477,-0.093477
0.867000,-0.093477,-0.093477
0.868000,-0.093477,-0.093477
0.869000,-0.093477,-0.093477
0.870000,-0.093477,-0.093477
0.871000,-0.101215,-0.093477
0.872000,-0.101215,-0.093477
0.873000,-0.101215,-0.093477
0.874000,-0.101215,-0.093477
0.875000,-0.101215,-0.093477
0.876000,-0.101215,-0.093477
0.877000,-0.101215,-0.093477
0.878000,-0.101215,-0.093477
0.879000,-0.101215,-0.093477
0.880000,-0.101215,-0.093477
0.881000,-0.101215,-0.101215
0.882000,-0.101215,-0.101215
0.883000,-0.101215,-0.101215
0.884000,-0.101215,-0.101215
0.885000,-0.101215,-0.101215
0.886000,-0.101215,-0.101215
0.887000,-0.101215,-0.101215
0.888000,-0.101215,-0.101215
0.889000,-0.101215,-0.101215
0.890000,-0.101215,-0.101215
0.891000,-0.108942,-0.101215
0.892000,-0.108942,-0.101215
0.893000,-0.108942,-0.101215
0.894000,-0.108942,-0.101215
0.895000,-0.108942,-0.101215
0.896000,-0.101215,-0.101215
0.897000,-0.101215,-0.101215
0.898000,-0.101215,-0.101215
0.899000,-0.101215,-0.101215
0.900000,-0.101215,-0.101215
0.901000,-0.108942,-0.101215
0.902000,-0.108942,-0.101215
0.903000,-0.108942,-0.101215
0.904000,-0.108942,-0.101215
0.905000,-0.108942,-0.101215
0.906000,-0.101215,-0.101215
0.907000,-0.101215,-0.101215
0.908000,-0.101215,-0.101215
0.909000,-0.101215,-0.101215
0.910000,-0.101215,-0.101215
0.911000,-0.101215,-0.108942
0.912000,-0.101215,-0.108942
0.913000,-0.101215,-0.108942
0.914000,-0.101215,-0.108942
0.915000,-0.101215,-0.108942
0.916000,-0.101215,-0.108942
0.917000,-0.101215,-0.108942
0.918000,-0.101215,-0.108942
0.919000,-0.101215,-0.108942
0.920000,-0.101215,-0.108942
0.921000,-0.093477,-0.101215
0.922000,-0.093477,-0.101215
0.923000,-0.093477,-0.101215
0.924000,-0.093477,-0.101215
0.925000,-0.093477,-0.101215
0.926000,-0.093477,-0.093477
0.927000,-0.093477,-0.093477
0.928000,-0.093477,-0.093477
0.929000,-0.093477,-0.093477
0.930000,-0.093477,-0.093477
0.931000,-0.093477,-0.093477
0.932000,-0.093477,-0.093477
0.933000,-0.093477,-0.093477
0.934000,-0.093477,-0.093477
0.935000,-0.093477,-0.093477
0.936000,-0.093477,-0.093477
0.937000,-0.093477,-0.093477
0.938000,-0.093477,-0.093477
0.939000,-0.093477,-0.093477
0.940000,-0.093477,-0.093477
0.941000,-0.085727,-0.093477
0.942000,-0.085727,-0.093477
0.943000,-0.085727,-0.093477
0.944000,-0.085727,-0.093477
0.945000,-0.085727,-0.093477
0.946000,-0.085727,-0.093477
0.947000,-0.085727,-0.093477
0.948000,-0.085727,-0.093477
0.949000,-0.085727,-0.093477
0.950000,-0.085727,-0.093477
0.951000,-0.077967,-0.085727
0.952000,-0.077967,-0.085727
0.953000,-0.077967,-0.085727
0.954000,-0.077967,-0.085727
0.955000,-0.077967,-0.085727
0.956000,-0.077967,-0.085727
0.957000,-0.077967,-0.085727
0.958000,-0.077967,-0.085727
0.959000,-0.077967,-0.085727
0.960000,-0.077967,-0.085727
0.961000,-0.077967,-0.085727
0.962000,-0.077967,-0.085727
0.963000,-0.077967,-0.085727
0.964000,-0.077967,-0.085727
0.965000,-0.077967,-0.085727
0.966000,-0.070197,-0.077967
0.967000,-0.070197,-0.077967
0.968000,-0.070197,-0.077967
0.969000,-0.070197,-0.077967
0.970000,-0.070197,-0.077967
0.971000,-0.070197,-0.077967
0.972000,-0.070197,-0.077967
0.973000,-0.070197,-0.077967
0.974000,-0.070197,-0.077967
0.975000,-0.070197,-0.077967
0.976000,-0.070197,-0.070197
0.977000,-0.070197,-0.070197
