time,base_err
1.313000,-0.082030
1.314000,-0.081724
1.315000,-0.081419
1.316000,-0.081113
1.317000,-0.080808
1.318000,-0.080502
1.319000,-0.080197
1.320000,-0.079891
1.321000,-0.079585
1.322000,-0.079280
1.323000,-0.078974
1.324000,-0.078668
1.325000,-0.078363
1.326000,-0.078057
1.327000,-0.077751
1.328000,-0.077445
1.329000,-0.077139
1.330000,-0.076833
1.331000,-0.076528
1.332000,-0.076222
1.333000,-0.075916
1.334000,-0.075610
1.335000,-0.075304
1.336000,-0.074998
1.337000,-0.074692
1.338000,-0.074385
1.339000,-0.074079
1.340000,-0.073773
1.341000,-0.073467
1.342000,-0.073161
1.343000,-0.072855
1.344000,-0.072548
1.345000,-0.072242
1.346000,-0.071936
1.347000,-0.071630
1.348000,-0.071323
1.349000,-0.071017
1.350000,-0.070710
1.351000,-0.070404
1.352000,-0.070098
1.353000,-0.069791
1.354000,-0.069485
1.355000,-0.069178
1.356000,-0.068872
1.357000,-0.068565
1.358000,-0.068259
1.359000,-0.067952
1.360000,-0.067646
1.361000,-0.067339
1.362000,-0.067032
1.363000,-0.066726
1.364000,-0.066419
1.365000,-0.066112
1.366000,-0.065806
1.367000,-0.065499
1.368000,-0.065192
1.369000,-0.064886
1.370000,-0.064579
1.371000,-0.064272
1.372000,-0.063965
1.373000,-0.063659
1.374000,-0.063352
1.375000,-0.063045
1.376000,-0.062738
1.377000,-0.062431
1.378000,-0.062124
1.379000,-0.061817
1.380000,-0.061510
1.381000,-0.061204
1.382000,-0.060897
1.383000,-0.060590
1.384000,-0.060283
1.385000,-0.059976
1.386000,-0.059669
1.387000,-0.059362
1.388000,-0.059055
1.389000,-0.058748
1.390000,-0.058441
1.391000,-0.058134
1.392000,-0.057826
1.393000,-0.057519
1.394000,-0.057212
1.395000,-0.056905
1.396000,-0.056598
1.397000,-0.056291
1.398000,-0.055984
1.399000,-0.055677
1.400000,-0.055369
1.401000,-0.055062
1.402000,-0.054755
1.403000,-0.054448
1.404000,-0.054141
1.405000,-0.053834
1.406000,-0.053526
1.407000,-0.053219
1.408000,-0.052912
1.409000,-0.052605
1.410000,-0.052297
1.411000,-0.051990
1.412000,-0.051683
1.413000,-0.051375
1.414000,-0.051068
1.415000,-0.050761
1.416000,-0.050454
1.417000,-0.050146
1.418000,-0.049839
1.419000,-0.049532
1.420000,-0.049224
1.421000,-0.048917
1.422000,-0.048609
1.423000,-0.048302
1.424000,-0.047995
1.425000,-0.047687
1.426000,-0.047380
1.427000,-0.047073
1.428000,-0.046765
1.429000,-0.046458
1.430000,-0.046150
1.431000,-0.045843
1.432000,-0.045572
1.433000,-0.045320
1.434000,-0.045084
1.435000,-0.044861
1.436000,-0.044649
1.437000,-0.044447
1.438000,-0.044252
1.439000,-0.044064
1.440000,-0.043882
1.441000,-0.043704
1.442000,-0.043494
1.443000,-0.043268
1.444000,-0.043029
1.445000,-0.042780
1.446000,-0.042521
1.447000,-0.042255
1.448000,-0.041982
1.449000,-0.041704
1.450000,-0.041421
1.451000,-0.041134
1.452000,-0.040955
1.453000,-0.040828
1.454000,-0.040747
1.455000,-0.040703
1.456000,-0.040691
1.457000,-0.040631
1.458000,-0.040558
1.459000,-0.040472
1.460000,-0.040375
1.461000,-0.040270
1.462000,-0.040120
1.463000,-0.039945
1.464000,-0.039750
1.465000,-0.039537
1.466000,-0.039309
1.467000,-0.039179
1.468000,-0.039094
1.469000,-0.039047
1.470000,-0.039033
1.471000,-0.039045
1.472000,-0.038970
1.473000,-0.038859
1.474000,-0.038716
1.475000,-0.038547
1.476000,-0.038357
1.477000,-0.038185
1.478000,-0.038015
1.479000,-0.037849
1.480000,-0.037684
1.481000,-0.037522
1.482000,-0.037361
1.483000,-0.037201
1.484000,-0.037042
1.485000,-0.036884
1.486000,-0.036727
1.487000,-0.036607
1.488000,-0.036507
1.489000,-0.036423
1.490000,-0.036352
1.491000,-0.036293
1.492000,-0.036243
1.493000,-0.036202
1.494000,-0.036167
1.495000,-0.036138
1.496000,-0.036114
1.497000,-0.036021
1.498000,-0.035893
1.499000,-0.035738
1.500000,-0.035558
1.501000,-0.035358
1.502000,-0.035177
1.503000,-0.035001
1.504000,-0.034829
1.505000,-0.034659
1.506000,-0.034493
1.507000,-0.034328
1.508000,-0.034165
1.509000,-0.034003
1.510000,-0.033843
1.511000,-0.033684
1.512000,-0.033563
1.513000,-0.033461
1.514000,-0.033375
1.515000,-0.033303
1.516000,-0.033243
1.517000,-0.033229
1.518000,-0.033242
1.519000,-0.033278
1.520000,-0.033333
1.521000,-0.033404
1.522000,-0.033415
1.523000,-0.033400
1.524000,-0.033363
1.525000,-0.033308
1.526000,-0.033237
1.527000,-0.033117
1.528000,-0.032966
1.529000,-0.032791
1.530000,-0.032595
1.531000,-0.032381
1.532000,-0.032189
1.533000,-0.032003
1.534000,-0.031822
1.535000,-0.031646
1.536000,-0.031473
1.537000,-0.031303
1.538000,-0.031135
1.539000,-0.030970
1.540000,-0.030806
1.541000,-0.030644
1.542000,-0.030521
1.543000,-0.030416
1.544000,-0.030329
1.545000,-0.030255
1.546000,-0.030194
1.547000,-0.030179
1.548000,-0.030191
1.549000,-0.030226
1.550000,-0.030280
1.551000,-0.030350
1.552000,-0.030360
1.553000,-0.030344
1.554000,-0.030307
1.555000,-0.030251
1.556000,-0.030180
1.557000,-0.030096
1.558000,-0.030001
1.559000,-0.029897
1.560000,-0.029784
1.561000,-0.029666
1.562000,-0.029505
1.563000,-0.029320
1.564000,-0.029116
1.565000,-0.028895
1.566000,-0.028661
1.567000,-0.028415
1.568000,-0.028158
1.569000,-0.027894
1.570000,-0.027622
1.571000,-0.027345
1.572000,-0.027172
1.573000,-0.027052
1.574000,-0.026975
1.575000,-0.026935
1.576000,-0.026926
1.577000,-0.026980
1.578000,-0.027074
1.579000,-0.027203
1.580000,-0.027360
1.581000,-0.027542
1.582000,-0.027633
1.583000,-0.027686
1.584000,-0.027707
1.585000,-0.027700
1.586000,-0.027670
1.587000,-0.027583
1.588000,-0.027462
1.589000,-0.027311
1.590000,-0.027135
1.591000,-0.026938
1.592000,-0.026723
1.593000,-0.026494
1.594000,-0.026251
1.595000,-0.025999
1.596000,-0.025737
1.597000,-0.025578
1.598000,-0.025469
1.599000,-0.025402
1.600000,-0.025370
1.601000,-0.025367
1.602000,-0.025353
1.603000,-0.025341
1.604000,-0.025331
1.605000,-0.025323
1.606000,-0.025316
1.607000,-0.025273
1.608000,-0.025213
1.609000,-0.025139
1.610000,-0.025051
1.611000,-0.024954
1.612000,-0.024847
1.613000,-0.024733
1.614000,-0.024612
1.615000,-0.024487
1.616000,-0.024356
1.617000,-0.024259
1.618000,-0.024177
1.619000,-0.024109
1.620000,-0.024051
1.621000,-0.024002
1.622000,-0.023962
1.623000,-0.023927
1.624000,-0.023899
1.625000,-0.023875
1.626000,-0.023855
1.627000,-0.023801
1.628000,-0.023731
1.629000,-0.023649
1.630000,-0.023555
1.631000,-0.023451
1.632000,-0.023340
1.633000,-0.023221
1.634000,-0.023097
1.635000,-0.022969
1.636000,-0.022836
1.637000,-0.022736
1.638000,-0.022653
1.639000,-0.022583
1.640000,-0.022524
1.641000,-0.022474
1.642000,-0.022469
1.643000,-0.022489
1.644000,-0.022531
1.645000,-0.022591
1.646000,-0.022666
1.647000,-0.022680
1.648000,-0.022667
1.649000,-0.022633
1.650000,-0.022579
1.651000,-0.022510
1.652000,-0.022427
1.653000,-0.022333
1.654000,-0.022229
1.655000,-0.022117
1.656000,-0.021999
1.657000,-0.021838
1.658000,-0.021654
1.659000,-0.021450
1.660000,-0.021229
1.661000,-0.020994
1.662000,-0.020858
1.663000,-0.020768
1.664000,-0.020717
1.665000,-0.020698
1.666000,-0.020707
1.667000,-0.020739
1.668000,-0.020790
1.669000,-0.020858
1.670000,-0.020940
1.671000,-0.021033
1.672000,-0.021026
1.673000,-0.020971
1.674000,-0.020876
1.675000,-0.020748
1.676000,-0.020591
1.677000,-0.020409
1.678000,-0.020208
1.679000,-0.019989
1.680000,-0.019757
1.681000,-0.019512
1.682000,-0.019404
1.683000,-0.019362
1.684000,-0.019376
1.685000,-0.019436
1.686000,-0.019536
1.687000,-0.019632
1.688000,-0.019738
1.689000,-0.019852
1.690000,-0.019972
1.691000,-0.020098
1.692000,-0.020118
1.693000,-0.020086
1.694000,-0.020010
1.695000,-0.019898
1.696000,-0.019755
1.697000,-0.019585
1.698000,-0.019393
1.699000,-0.019183
1.700000,-0.018957
1.701000,-0.018718
1.702000,-0.018541
1.703000,-0.018393
1.704000,-0.018267
1.705000,-0.018162
1.706000,-0.018073
1.707000,-0.018072
1.708000,-0.018120
1.709000,-0.018209
1.710000,-0.018334
1.711000,-0.018488
1.712000,-0.018592
1.713000,-0.018681
1.714000,-0.018755
1.715000,-0.018818
1.716000,-0.018872
1.717000,-0.018843
1.718000,-0.018770
1.719000,-0.018660
1.720000,-0.018518
1.721000,-0.018350
1.722000,-0.018159
1.723000,-0.017950
1.724000,-0.017725
1.725000,-0.017487
1.726000,-0.017237
1.727000,-0.017051
1.728000,-0.016895
1.729000,-0.016763
1.730000,-0.016653
1.731000,-0.016559
1.732000,-0.016554
1.733000,-0.016599
1.734000,-0.016686
1.735000,-0.016808
1.736000,-0.016960
1.737000,-0.017063
1.738000,-0.017150
1.739000,-0.017223
1.740000,-0.017285
1.741000,-0.017338
1.742000,-0.017308
1.743000,-0.017235
1.744000,-0.017124
1.745000,-0.016982
1.746000,-0.016813
1.747000,-0.016659
1.748000,-0.016505
1.749000,-0.016351
1.750000,-0.016197
1.751000,-0.016042
1.752000,-0.015962
1.753000,-0.015918
1.754000,-0.015906
1.755000,-0.015920
1.756000,-0.015957
1.757000,-0.015975
1.758000,-0.015991
1.759000,-0.016004
1.760000,-0.016015
1.761000,-0.016025
1.762000,-0.015959
1.763000,-0.015855
1.764000,-0.015719
1.765000,-0.015555
1.766000,-0.015368
1.767000,-0.015236
1.768000,-0.015124
1.769000,-0.015030
1.770000,-0.014951
1.771000,-0.014885
1.772000,-0.014902
1.773000,-0.014966
1.774000,-0.015069
1.775000,-0.015204
1.776000,-0.015367
1.777000,-0.015480
1.778000,-0.015575
1.779000,-0.015655
1.780000,-0.015723
1.781000,-0.015780
1.782000,-0.015755
1.783000,-0.015684
1.784000,-0.015576
1.785000,-0.015437
1.786000,-0.015270
1.787000,-0.015081
1.788000,-0.014873
1.789000,-0.014649
1.790000,-0.014411
1.791000,-0.014162
1.792000,-0.013977
1.793000,-0.013821
1.794000,-0.013689
1.795000,-0.013579
1.796000,-0.013486
1.797000,-0.013481
1.798000,-0.013526
1.799000,-0.013613
1.800000,-0.013735
1.801000,-0.013886
1.802000,-0.013990
1.803000,-0.014077
1.804000,-0.014150
1.805000,-0.014212
1.806000,-0.014264
1.807000,-0.014235
1.808000,-0.014161
1.809000,-0.014050
1.810000,-0.013908
1.811000,-0.013739
1.812000,-0.013622
1.813000,-0.013523
1.814000,-0.013440
1.815000,-0.013370
1.816000,-0.013311
1.817000,-0.013262
1.818000,-0.013220
1.819000,-0.013185
1.820000,-0.013156
1.821000,-0.013131
1.822000,-0.013147
1.823000,-0.013185
1.824000,-0.013241
1.825000,-0.013313
1.826000,-0.013399
1.827000,-0.013384
1.828000,-0.013324
1.829000,-0.013224
1.830000,-0.013091
1.831000,-0.012930
1.832000,-0.012782
1.833000,-0.012633
1.834000,-0.012484
1.835000,-0.012333
1.836000,-0.012182
1.837000,-0.012141
1.838000,-0.012155
1.839000,-0.012216
1.840000,-0.012316
1.841000,-0.012449
1.842000,-0.012537
1.843000,-0.012611
1.844000,-0.012673
1.845000,-0.012726
1.846000,-0.012770
1.847000,-0.012734
1.848000,-0.012655
1.849000,-0.012539
1.850000,-0.012393
1.851000,-0.012221
1.852000,-0.012101
1.853000,-0.012000
1.854000,-0.011914
1.855000,-0.011843
1.856000,-0.011782
1.857000,-0.011768
1.858000,-0.011781
1.859000,-0.011816
1.860000,-0.011870
1.861000,-0.011940
1.862000,-0.011987
1.863000,-0.012027
1.864000,-0.012060
1.865000,-0.012088
1.866000,-0.012112
1.867000,-0.012058
1.868000,-0.011964
1.869000,-0.011836
1.870000,-0.011679
1.871000,-0.011499
1.872000,-0.011297
1.873000,-0.011079
1.874000,-0.010846
1.875000,-0.010601
1.876000,-0.010346
1.877000,-0.010230
1.878000,-0.010180
1.879000,-0.010188
1.880000,-0.010243
1.881000,-0.010338
1.882000,-0.010467
1.883000,-0.010625
1.884000,-0.010807
1.885000,-0.011009
1.886000,-0.011229
1.887000,-0.011315
1.888000,-0.011339
1.889000,-0.011310
1.890000,-0.011238
1.891000,-0.011127
1.892000,-0.010986
1.893000,-0.010818
1.894000,-0.010627
1.895000,-0.010418
1.896000,-0.010193
1.897000,-0.010101
1.898000,-0.010074
1.899000,-0.010099
1.900000,-0.010169
1.901000,-0.010277
1.902000,-0.010380
1.903000,-0.010492
1.904000,-0.010610
1.905000,-0.010734
1.906000,-0.010863
1.907000,-0.010886
1.908000,-0.010857
1.909000,-0.010783
1.910000,-0.010672
1.911000,-0.010530
1.912000,-0.010435
1.913000,-0.010355
1.914000,-0.010287
1.915000,-0.010231
1.916000,-0.010183
1.917000,-0.010106
1.918000,-0.010016
1.919000,-0.009917
1.920000,-0.009808
1.921000,-0.009693
1.922000,-0.009607
1.923000,-0.009536
1.924000,-0.009476
1.925000,-0.009425
1.926000,-0.009382
1.927000,-0.009346
1.928000,-0.009316
1.929000,-0.009290
1.930000,-0.009269
1.931000,-0.009251
1.932000,-0.009273
1.933000,-0.009315
1.934000,-0.009376
1.935000,-0.009451
1.936000,-0.009540
1.937000,-0.009601
1.938000,-0.009654
1.939000,-0.009698
1.940000,-0.009735
1.941000,-0.009766
1.942000,-0.009719
1.943000,-0.009630
1.944000,-0.009507
1.945000,-0.009354
1.946000,-0.009176
1.947000,-0.009052
1.948000,-0.008947
1.949000,-0.008858
1.950000,-0.008783
1.951000,-0.008721
1.952000,-0.008741
1.953000,-0.008808
1.954000,-0.008913
1.955000,-0.009050
1.956000,-0.009214
1.957000,-0.009328
1.958000,-0.009424
1.959000,-0.009505
1.960000,-0.009574
1.961000,-0.009631
1.962000,-0.009606
1.963000,-0.009536
1.964000,-0.009428
1.965000,-0.009289
1.966000,-0.009122
1.967000,-0.008933
1.968000,-0.008725
1.969000,-0.008501
1.970000,-0.008263
1.971000,-0.008014
1.972000,-0.007865
1.973000,-0.007765
1.974000,-0.007705
1.9
