time,base_err
0.275000,4.967893
0.276000,4.971942
0.277000,4.975982
0.278000,4.980012
0.279000,4.984033
0.280000,4.988045
0.281000,4.992048
0.282000,4.996042
0.283000,5.000026
0.284000,5.004001
0.285000,5.007967
0.286000,5.011923
0.287000,5.015871
0.288000,5.019809
0.289000,5.023737
0.290000,5.027657
0.291000,5.031567
0.292000,5.035468
0.293000,5.039359
0.294000,5.043241
0.295000,5.047114
0.296000,5.050977
0.297000,5.054831
0.298000,5.058675
0.299000,5.062510
0.300000,5.066336
0.301000,5.070152
0.302000,5.073959
0.303000,5.077757
0.304000,5.081545
0.305000,5.085323
0.306000,5.089093
0.307000,5.092852
0.308000,5.096603
0.309000,5.100344
0.310000,5.104075
0.311000,5.107797
0.312000,5.111510
0.313000,5.115213
0.314000,5.118907
0.315000,5.122591
0.316000,5.126266
0.317000,5.129931
0.318000,5.133587
0.319000,5.137233
0.320000,5.140870
0.321000,5.144498
0.322000,5.148116
0.323000,5.151724
0.324000,5.155324
0.325000,5.158913
0.326000,5.162494
0.327000,5.166064
0.328000,5.169626
0.329000,5.173178
0.330000,5.176720
0.331000,5.180253
0.332000,5.183777
0.333000,5.187291
0.334000,5.190796
0.335000,5.194291
0.336000,5.197777
0.337000,5.201254
0.338000,5.204721
0.339000,5.208179
0.340000,5.211627
0.341000,5.215066
0.342000,5.218496
0.343000,5.221916
0.344000,5.225327
0.345000,5.228729
0.346000,5.232121
0.347000,5.235504
0.348000,5.238877
0.349000,5.242241
0.350000,5.245596
0.351000,5.248941
0.352000,5.252278
0.353000,5.255605
0.354000,5.258922
0.355000,5.262230
0.356000,5.265530
0.357000,5.268819
0.358000,5.272100
0.359000,5.275371
0.360000,5.278633
0.361000,5.281886
0.362000,5.285130
0.363000,5.288364
0.364000,5.291589
0.365000,5.294805
0.366000,5.298012
0.367000,5.301210
0.368000,5.304398
0.369000,5.307577
0.370000,5.310748
0.371000,5.313909
0.372000,5.317061
0.373000,5.320204
0.374000,5.323337
0.375000,5.326462
0.376000,5.329578
0.377000,5.332684
0.378000,5.335782
0.379000,5.338871
0.380000,5.341950
0.381000,5.345021
0.382000,5.348082
0.383000,0.932050
0.384000,3.677900
0.385000,3.677162
0.386000,3.676894
0.387000,3.676917
0.388000,3.677140
0.389000,3.677514
0.390000,3.678008
0.391000,3.678589
0.392000,3.679248
0.393000,3.679980
0.394000,3.680784
0.395000,2.601528
0.396000,2.600586
0.397000,2.599575
0.398000,2.598497
0.399000,2.597351
0.400000,2.596138
0.401000,2.594859
0.402000,2.593513
0.403000,2.592102
0.404000,2.590627
0.405000,2.589087
0.406000,2.587483
0.407000,2.585816
0.408000,2.584087
0.409000,2.582296
0.410000,2.580444
0.411000,2.578533
0.412000,2.576562
0.413000,2.574533
0.414000,2.572446
0.415000,2.570302
0.416000,2.568103
0.417000,2.565849
0.418000,2.563542
0.419000,2.561181
0.420000,2.558769
0.421000,2.556308
0.422000,2.553800
0.423000,2.551244
0.424000,2.548641
0.425000,2.545992
0.426000,2.543296
0.427000,2.540555
0.428000,2.537769
0.429000,2.534939
0.430000,2.532066
0.431000,2.529150
0.432000,2.526191
0.433000,2.523191
0.434000,2.520150
0.435000,2.517068
0.436000,2.513947
0.437000,2.510786
0.438000,2.507587
0.439000,2.504349
0.440000,2.501074
0.441000,2.497762
0.442000,2.494414
0.443000,2.491029
0.444000,2.487610
0.445000,2.484155
0.446000,2.480666
0.447000,2.477143
0.448000,2.473587
0.449000,2.469998
0.450000,2.466377
0.451000,2.462724
0.452000,2.459040
0.453000,2.455325
0.454000,2.451579
0.455000,2.447804
0.456000,2.444000
0.457000,2.440166
0.458000,2.436304
0.459000,2.432414
0.460000,2.428497
0.461000,2.424552
0.462000,2.420581
0.463000,2.416583
0.464000,2.412560
0.465000,2.408511
0.466000,2.404437
0.467000,2.400339
0.468000,2.396217
0.469000,2.392071
0.470000,2.387902
0.471000,2.383710
0.472000,2.379495
0.473000,2.375259
0.474000,2.371000
0.475000,2.366721
0.476000,2.362420
0.477000,2.358099
0.478000,2.353758
0.479000,2.349397
0.480000,2.345017
0.481000,2.340617
0.482000,2.336199
0.483000,2.331762
0.484000,2.327308
0.485000,2.322836
0.486000,2.318346
0.487000,2.313840
0.488000,2.309317
0.489000,2.304778
0.490000,2.300223
0.491000,2.295652
0.492000,2.291066
0.493000,2.286465
0.494000,2.281849
0.495000,2.277219
0.496000,2.272575
0.497000,2.267918
0.498000,2.263246
0.499000,2.258562
0.500000,2.253865
0.501000,2.249156
0.502000,2.244434
0.503000,2.239701
0.504000,2.234955
0.505000,2.230199
0.506000,2.225431
0.507000,2.220653
0.508000,2.215864
0.509000,2.211065
0.510000,2.206255
0.511000,2.201437
0.512000,2.196608
0.513000,2.191771
0.514000,2.186925
0.515000,2.182070
0.516000,2.177206
0.517000,2.172334
0.518000,2.167455
0.519000,2.162568
0.520000,2.157673
0.521000,2.152771
0.522000,2.147863
0.523000,2.142947
0.524000,2.138025
0.525000,2.133097
0.526000,2.128163
0.527000,2.123223
0.528000,2.118277
0.529000,2.113326
0.530000,2.108370
0.531000,2.103409
0.532000,2.098443
0.533000,2.093473
0.534000,2.088498
0.535000,2.083520
0.536000,2.078537
0.537000,2.073551
0.538000,2.068561
0.539000,2.063568
0.540000,2.058571
0.541000,2.053572
0.542000,2.048570
0.543000,2.043566
0.544000,2.038559
0.545000,2.033550
0.546000,2.028539
0.547000,2.023526
0.548000,2.018512
0.549000,2.013496
0.550000,2.008479
0.551000,2.003461
0.552000,1.998441
0.553000,1.993421
0.554000,1.988401
0.555000,1.983380
0.556000,1.978358
0.557000,1.973337
0.558000,1.968315
0.559000,1.963294
0.560000,1.958273
0.561000,1.953252
0.562000,1.948232
0.563000,1.943213
0.564000,1.938195
0.565000,1.933177
0.566000,1.928161
0.567000,1.923147
0.568000,1.918133
0.569000,1.913122
0.570000,1.908112
0.571000,1.903104
0.572000,1.898098
0.573000,1.893095
0.574000,1.888093
0.575000,1.883094
0.576000,1.878098
0.577000,1.873104
0.578000,1.868113
0.579000,1.863125
0.580000,1.858140
0.581000,1.853158
0.582000,1.848179
0.583000,1.843204
0.584000,1.838232
0.585000,1.833263
0.586000,1.828299
0.587000,1.823338
0.588000,1.818382
0.589000,1.813429
0.590000,1.808480
0.591000,1.803536
0.592000,1.798596
0.593000,1.793660
0.594000,1.788729
0.595000,1.783803
0.596000,1.778882
0.597000,1.773965
0.598000,1.769053
0.599000,1.764146
0.600000,1.759245
0.601000,1.754348
0.602000,1.749457
0.603000,1.744571
0.604000,1.739691
0.605000,1.734816
0.606000,1.729947
0.607000,1.725084
0.608000,1.720227
0.609000,1.715375
0.610000,1.710529
0.611000,1.705690
0.612000,1.700856
0.613000,1.696029
0.614000,1.691208
0.615000,1.686394
0.616000,1.681586
0.617000,1.676784
0.618000,1.671989
0.619000,1.667201
0.620000,1.662419
0.621000,1.657644
0.622000,1.652876
0.623000,1.648115
0.624000,1.643361
0.625000,1.638614
0.626000,1.633874
0.627000,1.629141
0.628000,1.624415
0.629000,1.619697
0.630000,1.614986
0.631000,1.610283
0.632000,1.605587
0.633000,1.600898
0.634000,1.596217
0.635000,1.591544
0.636000,1.586879
0.637000,1.582221
0.638000,1.577571
0.639000,1.572929
0.640000,1.568295
0.641000,4.018038
0.642000,4.015897
0.643000,4.014271
0.644000,4.012961
0.645000,4.011867
0.646000,4.010936
0.647000,4.010141
0.648000,4.009466
0.649000,4.008892
0.650000,4.008399
0.651000,4.007983
0.652000,4.007639
0.653000,4.007367
0.654000,4.007166
0.655000,4.007034
0.656000,4.006972
0.657000,4.006979
0.658000,4.007053
0.659000,4.007196
0.660000,4.007405
0.661000,4.007681
0.662000,4.008023
0.663000,4.008430
0.664000,4.008902
0.665000,4.009438
0.666000,4.010036
0.667000,4.010698
0.668000,4.011421
0.669000,4.012205
0.670000,4.013050
0.671000,4.013955
0.672000,4.014919
0.673000,4.015940
0.674000,4.017020
0.675000,4.018156
0.676000,4.019348
0.677000,1.339299
0.678000,1.435678
0.679000,1.520025
0.680000,1.563942
0.681000,1.570796
0.682000,1.570796
0.683000,1.570796
0.684000,1.570796
0.685000,1.570796
0.686000,1.570796
0.687000,1.570796
0.688000,1.570796
0.689000,1.570796
0.690000,1.570796
0.691000,1.570796
0.692000,1.570796
0.693000,1.570796
0.694000,1.570796
0.695000,1.570796
0.696000,1.570796
0.697000,1.570796
0.698000,1.570796
0.699000,1.570796
0.700000,1.570796
0.701000,1.570796
0.702000,1.570796
0.703000,1.570796
0.704000,1.570796
0.705000,1.570796
0.706000,1.570796
0.707000,1.570796
0.708000,1.570796
0.709000,1.570796
0.710000,1.570796
0.711000,1.570796
0.712000,1.570796
0.713000,1.570796
0.714000,1.570796
0.715000,1.570796
0.716000,1.570796
0.717000,1.570796
0.718000,1.570796
0.719000,1.570796
0.720000,1.570796
0.721000,1.570796
0.722000,1.570796
0.723000,1.570796
0.724000,1.570796
0.725000,1.570796
0.726000,1.570796
0.727000,1.570796
0.728000,1.570796
0.729000,1.570796
0.730000,1.570796
0.731000,1.570796
0.732000,1.570796
0.733000,1.570796
0.734000,1.570796
0.735000,1.570796
0.736000,1.570796
0.737000,1.570796
0.738000,1.570796
0.739000,1.570796
0.740000,1.570796
0.741000,1.570796
0.742000,1.570796
0.743000,1.570796
0.744000,1.570796
0.745000,1.570796
0.746000,1.570796
0.747000,1.570796
0.748000,1.570796
0.749000,1.570796
0.750000,1.570796
0.751000,1.570796
0.752000,1.570796
0.753000,1.570796
0.754000,1.570796
0.755000,1.570796
0.756000,1.570796
0.757000,1.570796
0.758000,1.570796
0.759000,1.570796
0.760000,1.570796
0.761000,1.570796
0.762000,1.570796
0.763000,1.570796
0.764000,1.570796
0.765000,1.570796
0.766000,1.570796
0.767000,1.570796
0.768000,1.570796
0.769000,1.570796
0.770000,1.570796
0.771000,1.570796
0.772000,1.570796
0.773000,1.570796
0.774000,1.570796
0.775000,1.570796
0.776000,1.570796
0.777000,1.570796
0.778000,1.570796
0.779000,1.570796
0.780000,1.570796
0.781000,1.570796
0.782000,1.570796
0.783000,1.570796
0.784000,1.570796
0.785000,1.570796
0.786000,1.570796
0.787000,1.570796
0.788000,1.570796
0.789000,1.570796
0.790000,1.570796
0.791000,1.570796
0.792000,1.570796
0.793000,1.570796
0.794000,1.570796
0.795000,1.570796
0.796000,1.570796
0.797000,1.570796
0.798000,1.570796
0.799000,1.570796
0.800000,1.570796
0.801000,1.570796
0.802000,1.570796
0.803000,1.570796
0.804000,1.570796
0.805000,1.570796
0.806000,1.570796
0.807000,1.570796
0.808000,1.570796
0.809000,1.570796
0.810000,1.570796
0.811000,1.570796
0.812000,1.570796
0.813000,1.570796
0.814000,1.570796
0.815000,1.570796
0.816000,1.570796
0.817000,1.570796
0.818000,1.570796
0.819000,1.570796
0.820000,1.570796
0.821000,1.570796
0.822000,1.570796
0.823000,1.570796
0.824000,1.570796
0.825000,1.570796
0.826000,1.570796
0.827000,1.570796
0.828000,1.570796
0.829000,1.570796
0.830000,1.570796
0.831000,1.570796
0.832000,1.570796
0.833000,1.570796
0.834000,1.570796
0.835000,1.570796
0.836000,1.570796
0.837000,1.570796
0.838000,1.570796
0.839000,1.570796
0.840000,1.570796
0.841000,1.570796
0.842000,1.570796
0.843000,1.570796
0.844000,1.570796
0.845000,1.570796
0.846000,1.570796
0.847000,1.570796
0.848000,1.570796
0.849000,1.570796
0.850000,1.570796
0.851000,1.570796
0.852000,1.570796
0.853000,1.570796
0.854000,1.570796
0.855000,1.570796
0.856000,1.570796
0.857000,1.570796
0.858000,1.570796
0.859000,1.570796
0.860000,1.570796
0.861000,1.570796
0.862000,1.570796
0.863000,1.570796
0.864000,1.570796
0.865000,1.570796
0.866000,1.570796
0.867000,1.570796
0.868000,1.570796
0.869000,1.570796
0.870000,1.570796
0.871000,1.570796
0.872000,1.570796
0.873000,1.570796
0.874000,1.570796
0.875000,1.570796
0.876000,1.570796
0.877000,1.570796
0.878000,1.570796
0.879000,1.570796
0.880000,1.570796
0.881000,1.570796
0.882000,1.570796
0.883000,1.570796
0.884000,1.570796
0.885000,1.570796
0.886000,1.570796
0.887000,1.570796
0.888000,1.570796
0.889000,1.570796
0.890000,1.570796
0.891000,1.570796
0.892000,1.570796
0.893000,1.570796
0.894000,1.570796
0.895000,1.570796
0.896000,1.570796
0.897000,1.570796
0.898000,1.570796
0.899000,1.570796
0.900000,1.570796
0.901000,1.570796
0.902000,1.570796
0.903000,1.570796
0.904000,1.570796
0.905000,1.570796
0.906000,1.570796
0.907000,1.570796
0.908000,1.570796
0.909000,1.570796
0.910000,1.570796
0.911000,1.570796
0.912000,1.570796
0.913000,1.570796
0.914000,1.570796
0.915000,1.570796
0.916000,1.570796
0.917000,1.570796
0.918000,1.570796
0.919000,1.570796
0.920000,1.570796
0.921000,1.570796
0.922000,1.570796
0.923000,1.570796
0.924000,1.570796
0.925000,1.570796
0.926000,1.570796
0.927000,1.570796
0.928000,1.570796
0.929000,1.570796
0.930000,1.570796
0.931000,1.570796
0.932000,1.570796
0.933000,1.570796
0.934000,1.570796
0.935000,1.570796
0.936000,1.570796
0.937000,1.570796
0.938000,1.570796
0.939000,1.570796
0.940000,1.570796
0.941000,1.570796
0.942000,1.570796
0.943000,1.570796
0.944000,1.570796
0.945000,1.570796
0.946000,1.570796
0.947000,1.570796
0.948000,1.570796
0.949000,1.570796
0.950000,1.570796
0.951000,1.570796
0.952000,1.570796
0.953000,1.570796
0.954000,1.570796
0.955000,1.570796
0.956000,1.570796
0.957000,1.570796
0.958000,1.570796
0.959000,1.570796
0.960000,1.570796
0.961000,1.570796
0.962000,1.570796
0.963000,1.570796
0.964000,1.570796
0.965000,1.570796
0.966000,1.570796
0.967000,1.570796
0.968000,1.570796
0.969000,1.570796
0.970000,1.570796
0.971000,1.570796
0.972000,1.570796
0.973000,1.570796
0.974000,1.570796
0.975000,1.570796
0.976000,1.570796
0.977000,1.570796
0.978000,1.570796
0.979000,1.570796
0.980000,1.570796
0.981000,1.570796
0.982000,1.570796
0.983000,1.570796
0.984000,1.570796
0.985000,1.570796
0.986000,1.570796
0.987000,1.570796
0.988000,1.570796
0.989000,1.570796
0.990000,1.570796
0.991000,1.570796
0.992000,1.570796
0.993000,1.570796
0.994000,1.570796
0.995000,1.570796
0.996000,1.570796
0.997000,1.570796
0.998000,1.570796
0.999000,1.570796
1.000000,1.570796
1.001000,1.570796
1.002000,1.570796
1.003000,1.570796
1.004000,1.570796
1.005000,1.570796
1.006000,1.570796
1.007000,1.570796
1.008000,1.570796
1.009000,1.570796
1.010000,1.570796
1.011000,1.570796
1.012000,1.570796
1.013000,1.570796
1.014000,1.570796
1.015000,1.570796
1.016000,1.570796
1.017000,1.570796
1.018000,1.570796
1.019000,1.570796
1.020000,1.570796
1.021000,1.570796
1.022000,1.570796
1.023000,1.570796
1.024000,1.570796
1.025000,1.570796
1.026000,1.570796
1.027000,1.570796
1.028000,1.570796
1.029000,1.570796
1.030000,1.570796
1.031000,1.570796
1.032000,1.570796
1.033000,1.570796
1.034000,1.570796
1.035000,1.570796
1.036000,1.570796
1.037000,1.570796
1.038000,1.570796
1.039000,1.570727
1.040000,1.570493
1.041000,1.570121
1.042000,1.569484
1.043000,1.568673
1.044000,1.567717
1.045000,1.566638
1.046000,1.565456
1.047000,1.563284
1.048000,1.560561
1.049000,1.557377
1.050000,1.553806
1.051000,1.549913
1.052000,1.545267
1.053000,1.540156
1.054000,1.534654
1.055000,1.528825
1.056000,1.522722
1.057000,1.516536
1.058000,1.510231
1.059000,1.503826
1.060000,1.497337
1.061000,1.490779
1.062000,1.484235
1.063000,1.477678
1.064000,1.471111
1.065000,1.464535
1.066000,1.457952
1.067000,1.451474
1.068000,1.445046
1.069000,1.438661
1.070000,1.432311
1.071000,1.425991
1.072000,1.419808
1.073000,1.413702
1.074000,1.407660
1.075000,1.401672
1.076000,1.395729
1.077000,1.389862
1.078000,1.384046
1.079000,1.378272
1.080000,1.372534
1.081000,1.366826
1.082000,1.361107
1.083000,1.355391
1.084000,1.349678
1.085000,1.343966
1.086000,1.338257
1.087000,1.332550
1.088000,1.326844
1.089000,1.321140
1.090000,1.315438
1.091000,1.309736
1.092000,1.303925
1.093000,1.298060
1.094000,1.292149
1.095000,1.286200
1.096000,1.280220
1.097000,1.274177
1.098000,1.268093
1.099000,1.261975
1.100000,1.255829
1.101000,1.249659
1.102000,1.243470
1.103000,1.237264
1.104000,1.231045
1.105000,1.224814
1.106000,1.218574
1.107000,1.212327
1.108000,1.206073
1.109000,1.199814
1.110000,1.193551
1.111000,1.187284
1.112000,1.180978
1.113000,1.174651
1.114000,1.168307
1.115000,1.161950
1.116000,1.155580
1.117000,1.149200
1.118000,1.142813
1.119000,1.136419
1.120000,1.130020
1.121000,1.123616
1.122000,1.117245
1.123000,1.110890
1.124000,1.104548
1.125000,1.098217
1.126000,1.091896
1.127000,1.085583
1.128000,1.079276
1.129000,1.072976
1.130000,1.066681
1.131000,1.060390
1.132000,1.054103
1.133000,1.047820
1.134000,1.041539
1.135000,1.035261
1.136000,1.028985
1.137000,1.022674
1.138000,1.016347
1.139000,1.010005
1.140000,1.003653
1.141000,0.997290
1.142000,0.990920
1.143000,0.984543
1.144000,0.978160
1.145000,0.971773
1.146000,0.965383
1.147000,0.958989
1.148000,0.952593
1.149000,0.946196
1.150000,0.939796
1.151000,0.933396
1.152000,0.926994
1.153000,0.920592
1.154000,0.914190
1.155000,0.907787
1.156000,0.901384
1.157000,0.894980
1.158000,0.888577
1.159000,0.882174
1.160000,0.875772
1.161000,0.869369
1.162000,0.862967
1.163000,0.856565
1.164000,0.850163
1.165000,0.843761
1.166000,0.837360
1.167000,0.830960
1.168000,0.824559
1.169000,0.818159
1.170000,0.811760
1.171000,0.805361
1.172000,0.798962
1.173000,0.792564
1.174000,0.786166
1.175000,0.779768
1.176000,0.773371
1.177000,0.766974
1.178000,0.760578
1.179000,0.754181
1.180000,0.747786
1.181000,0.741390
1.182000,0.735032
1.183000,0.728692
1.184000,0.722367
1.185000,0.716056
1.186000,0.709756
1.187000,0.703465
1.188000,0.697182
1.189000,0.690906
1.190000,0.684636
1.191000,0.678370
1.192000,0.672145
1.193000,0.665941
1.194000,0.659756
1.195000,0.653587
1.196000,0.647430
1.197000,0.641285
1.198000,0.635149
1.199000,0.629020
1.200000,0.622898
1.201000,0.616782
1.202000,0.610671
1.203000,0.604563
1.204000,0.598459
1.205000,0.592358
1.206000,0.586259
1.207000,0.580162
1.208000,0.574067
1.209000,0.567973
1.210000,0.561880
1.211000,0.555789
1.212000,0.549698
1.213000,0.543608
1.214000,0.537519
1.215000,0.531430
1.216000,0.525342
1.217000,0.519254
1.218000,0.513167
1.219000,0.507080
1.220000,0.500992
1.221000,0.494906
1.222000,0.488819
1.223000,0.482732
1.224000,0.476646
1.225000,0.470559
1.226000,0.464473
1.227000,0.458422
1.228000,0.452391
1.229000,0.446374
1.230000,0.440371
1.231000,0.434378
1.232000,0.428431
1.233000,0.422510
1.234000,0.416610
1.235000,0.410729
1.236000,0.404863
1.237000,0.399010
1.238000,0.393168
1.239000,0.387335
1.240000,0.381510
1.241000,0.375691
1.242000,0.369914
1.243000,0.364159
1.244000,0.358424
1.245000,0.352705
1.246000,0.346999
1.247000,0.341341
1.248000,0.335711
1.249000,0.330104
1.250000,0.324517
1.251000,0.318946
1.252000,0.313389
1.253000,0.307844
1.254000,0.302309
1.255000,0.296782
1.256000,0.291262
1.257000,0.285748
1.258000,0.280239
1.259000,0.274733
1.260000,0.269231
1.261000,0.263732
1.262000,0.258235
1.263000,0.252740
1.264000,0.247246
1.265000,0.241754
1.266000,0.236263
1.267000,0.230809
1.268000,0.225374
1.269000,0.219954
1.270000,0.214548
1.271000,0.209153
1.272000,0.203768
1.273000,0.198390
1.274000,0.193019
1.275000,0.187654
1.276000,0.182293
1.277000,0.176972
1.278000,0.171673
1.279000,0.166391
1.280000,0.161125
1.281000,0.155872
1.282000,0.150629
1.283000,0.145395
1.284000,0.140169
1.285000,0.134949
1.286000,0.129735
1.287000,0.124524
1.288000,0.119318
1.289000,0.114114
1.290000,0.108913
1.291000,0.103714
1.292000,0.098516
1.293000,0.093321
1.294000,0.088126
1.295000,0.082932
1.296000,0.077739
1.297000,0.072546
1.298000,0.067354
1.299000,0.062162
1.300000,0.056970
1.301000,0.051779
1.302000,0.046587
1.303000,0.041396
1.304000,0.036205
1.305000,0.031013
1.306000,0.025822
1.307000,0.020739
1.308000,0.015711
1.309000,0.010729
1.310000,0.005786
1.311000,0.000876
1.312000,0.003971
1.313000,0.008776
1.314000,0.013546
1.315000,0.018286
1.316000,0.023002
1.317000,0.027697
1.318000,0.032374
1.319000,0.037037
1.320000,0.041687
1.321000,0.046327
1.322000,0.050958
1.323000,0.055582
1.324000,0.060200
1.325000,0.064813
1.326000,0.069422
1.327000,0.074027
1.328000,0.078629
1.329000,0.083228
1.330000,0.087826
1.331000,0.092422
1.332000,0.096980
1.333000,0.101519
1.334000,0.106042
1.335000,0.110550
1.336000,0.115047
1.337000,0.119535
1.338000,0.124014
1.339000,0.128486
1.340000,0.132953
1.341000,0.137415
1.342000,0.141837
1.343000,0.146237
1.344000,0.150618
1.345000,0.154984
1.346000,0.159338
1.347000,0.163608
1.348000,0.167831
1.349000,0.172016
1.350000,0.176169
1.351000,0.180294
1.352000,0.184359
1.353000,0.188387
1.354000,0.192383
1.355000,0.196351
1.356000,0.200298
1.357000,0.204225
1.358000,0.208137
1.359000,0.212035
1.360000,0.215921
1.361000,0.219799
1.362000,0.223668
1.363000,0.227531
1.364000,0
