time,arm_x_y_error
0.872000,0.000067
0.873000,0.000067
0.874000,0.000067
0.875000,0.000067
0.876000,0.000067
0.877000,0.000067
0.878000,0.000068
0.879000,0.000068
0.880000,0.000068
0.881000,0.000068
0.882000,0.000068
0.883000,0.000068
0.884000,0.000068
0.885000,0.000069
0.886000,0.000069
0.887000,0.000069
0.888000,0.000069
0.889000,0.000069
0.890000,0.000069
0.891000,0.000069
0.892000,0.000070
0.893000,0.000070
0.894000,0.000070
0.895000,0.000070
0.896000,0.000070
0.897000,0.000070
0.898000,0.000070
0.899000,0.000071
0.900000,0.000071
0.901000,0.000071
0.902000,0.000071
0.903000,0.000071
0.904000,0.000071
0.905000,0.000071
0.906000,0.000071
0.907000,0.000072
0.908000,0.000072
0.909000,0.000072
0.910000,0.000072
0.911000,0.000072
0.912000,0.000072
0.913000,0.000072
0.914000,0.000072
0.915000,0.000073
0.916000,0.000073
0.917000,0.000073
0.918000,0.000073
0.919000,0.000073
0.920000,0.000073
0.921000,0.000073
0.922000,0.000073
0.923000,0.000074
0.924000,0.000074
0.925000,0.000074
0.926000,0.000074
0.927000,0.000074
0.928000,0.000074
0.929000,0.000074
0.930000,0.000074
0.931000,0.000074
0.932000,0.000075
0.933000,0.000075
0.934000,0.000075
0.935000,0.000075
0.936000,0.000075
0.937000,0.000075
0.938000,0.000075
0.939000,0.000075
0.940000,0.000075
0.941000,0.000075
0.942000,0.000076
0.943000,0.000076
0.944000,0.000076
0.945000,0.000076
0.946000,0.000076
0.947000,0.000076
0.948000,0.000076
0.949000,0.000076
0.950000,0.000076
0.951000,0.000076
0.952000,0.000077
0.953000,0.000077
0.954000,0.000077
0.955000,0.000077
0.956000,0.000077
0.957000,0.000077
0.958000,0.000077
0.959000,0.000077
0.960000,0.000077
0.961000,0.000077
0.962000,0.000078
0.963000,0.000078
0.964000,0.000078
0.965000,0.000078
0.966000,0.000078
0.967000,0.000078
0.968000,0.000078
0.969000,0.000078
0.970000,0.000078
0.971000,0.000078
0.972000,0.000078
0.973000,0.000079
0.974000,0.000079
0.975000,0.000079
0.976000,0.000079
0.977000,0.000079
0.978000,0.000079
0.979000,0.000079
0.980000,0.000079
0.981000,0.000079
0.982000,0.000079
0.983000,0.000079
0.984000,0.000079
0.985000,0.000080
0.986000,0.000080
0.987000,0.000080
0.988000,0.000080
0.989000,0.000080
0.990000,0.000080
0.991000,0.000080
0.992000,0.000080
0.993000,0.000080
0.994000,0.000080
0.995000,0.000080
0.996000,0.000080
0.997000,0.000080
0.998000,0.000081
0.999000,0.000081
1.000000,0.000081
1.001000,0.000081
1.002000,0.000081
1.003000,0.000081
1.004000,0.000081
1.005000,0.000081
1.006000,0.000081
1.007000,0.000081
1.008000,0.000081
1.009000,0.000081
1.010000,0.000081
1.011000,0.000081
1.012000,0.000082
1.013000,0.000082
1.014000,0.000082
1.015000,0.000082
1.016000,0.000082
1.017000,0.000082
1.018000,0.000082
1.019000,0.000082
1.020000,0.000082
1.021000,0.000082
1.022000,0.000082
1.023000,0.000082
1.024000,0.000082
1.025000,0.000082
1.026000,0.000083
1.027000,0.000083
1.028000,0.000083
1.029000,0.000083
1.030000,0.000083
1.031000,0.000083
1.032000,0.000083
1.033000,0.000083
1.034000,0.000083
1.035000,0.000083
1.036000,0.000083
1.037000,0.000083
1.038000,0.000083
1.039000,0.000083
1.040000,0.000083
1.041000,0.000083
1.042000,0.000083
1.043000,0.000084
1.044000,0.000084
1.045000,0.000084
1.046000,0.000084
1.047000,0.000084
1.048000,0.000084
1.049000,0.000084
1.050000,0.000084
1.051000,0.000084
1.052000,0.000084
1.053000,0.000084
1.054000,0.000084
1.055000,0.000084
1.056000,0.000084
1.057000,0.000084
1.058000,0.000084
1.059000,0.000084
1.060000,0.000084
1.061000,0.000085
1.062000,0.000085
1.063000,0.000085
1.064000,0.000085
1.065000,0.000085
1.066000,0.000085
1.067000,0.000085
1.068000,0.000085
1.069000,0.000085
1.070000,0.000085
1.071000,0.000085
1.072000,0.000085
1.073000,0.000085
1.074000,0.000085
1.075000,0.000085
1.076000,0.000085
1.077000,0.000085
1.078000,0.000085
1.079000,0.000085
1.080000,0.000085
1.081000,0.000086
1.082000,0.000086
1.083000,0.000086
1.084000,0.000086
1.085000,0.000086
1.086000,0.000086
1.087000,0.000086
1.088000,0.000086
1.089000,0.000086
1.090000,0.000086
1.091000,0.000086
1.092000,0.000086
1.093000,0.000086
1.094000,0.000086
1.095000,0.000086
1.096000,0.000086
1.097000,0.000086
1.098000,0.000086
1.099000,0.000086
1.100000,0.000086
1.101000,0.000086
1.102000,0.000086
1.103000,0.000086
1.104000,0.000087
1.105000,0.000087
1.106000,0.000087
1.107000,0.000087
1.108000,0.000087
1.109000,0.000087
1.110000,0.000087
1.111000,0.000087
1.112000,0.000087
1.113000,0.000087
1.114000,0.000087
1.115000,0.000087
1.116000,0.000087
1.117000,0.000087
1.118000,0.000087
1.119000,0.000087
1.120000,0.000087
1.121000,0.000087
1.122000,0.000087
1.123000,0.000087
1.124000,0.000087
1.125000,0.000087
1.126000,0.000087
1.127000,0.000087
1.128000,0.000087
1.129000,0.000087
1.130000,0.000087
1.131000,0.000088
1.132000,0.000088
1.133000,0.000088
1.134000,0.000088
1.135000,0.000088
1.136000,0.000088
1.137000,0.000088
1.138000,0.000088
1.139000,0.000088
1.140000,0.000088
1.141000,0.000088
1.142000,0.000088
1.143000,0.000088
1.144000,0.000088
1.145000,0.000088
1.146000,0.000088
1.147000,0.000088
1.148000,0.000088
1.149000,0.000088
1.150000,0.000088
1.151000,0.000088
1.152000,0.000088
1.153000,0.000088
1.154000,0.000088
1.155000,0.000088
1.156000,0.000088
1.157000,0.000088
1.158000,0.000088
1.159000,0.000088
1.160000,0.000088
1.161000,0.000088
1.162000,0.000089
1.163000,0.000089
1.164000,0.000089
1.165000,0.000089
1.166000,0.000089
1.167000,0.000089
1.168000,0.000089
1.169000,0.000089
1.170000,0.000089
1.171000,0.000089
1.172000,0.000089
1.173000,0.000089
1.174000,0.000089
1.175000,0.000089
1.176000,0.000089
1.177000,0.000089
1.178000,0.000089
1.179000,0.000089
1.180000,0.000089
1.181000,0.000089
1.182000,0.000089
1.183000,0.000089
1.184000,0.000089
1.185000,0.000089
1.186000,0.000089
1.187000,0.000089
1.188000,0.000089
1.189000,0.000089
1.190000,0.000089
1.191000,0.000089
1.192000,0.000089
1.193000,0.000089
1.194000,0.000089
1.195000,0.000089
1.196000,0.000089
1.197000,0.000089
1.198000,0.000089
1.199000,0.000089
1.200000,0.000090
1.201000,0.000090
1.202000,0.000090
1.203000,0.000090
1.204000,0.000090
1.205000,0.000090
1.206000,0.000090
1.207000,0.000090
1.208000,0.000090
1.209000,0.000090
1.210000,0.000090
1.211000,0.000090
1.212000,0.000090
1.213000,0.000090
1.214000,0.000090
1.215000,0.000090
1.216000,0.000090
1.217000,0.000090
1.218000,0.000090
1.219000,0.000090
1.220000,0.000090
1.221000,0.000090
1.222000,0.000090
1.223000,0.000090
1.224000,0.000090
1.225000,0.000090
1.226000,0.000090
1.227000,0.000090
1.228000,0.000090
1.229000,0.000090
1.230000,0.000090
1.231000,0.000090
1.232000,0.000090
1.233000,0.000090
1.234000,0.000090
1.235000,0.000090
1.236000,0.000090
1.237000,0.000090
1.238000,0.000090
1.239000,0.000090
1.240000,0.000090
1.241000,0.000090
1.242000,0.000090
1.243000,0.000090
1.244000,0.000090
1.245000,0.000090
1.246000,0.000090
1.247000,0.000090
1.248000,0.000091
1.249000,0.000091
1.250000,0.000091
1.251000,0.000091
1.252000,0.000091
1.253000,0.000091
1.254000,0.000091
1.255000,0.000091
1.256000,0.000091
1.257000,0.000091
1.258000,0.000091
1.259000,0.000091
1.260000,0.000091
1.261000,0.000091
1.262000,0.000091
1.263000,0.000091
1.264000,0.000091
1.265000,0.000091
1.266000,0.000091
1.267000,0.000091
1.268000,0.000091
1.269000,0.000091
1.270000,0.000091
1.271000,0.000091
1.272000,0.000091
1.273000,0.000091
1.274000,0.950426
1.275000,0.950242
1.276000,0.949787
1.277000,0.949198
1.278000,0.948532
1.279000,0.947813
1.280000,0.947051
1.281000,0.946253
1.282000,0.945421
1.283000,0.944557
1.284000,0.943662
1.285000,0.942738
1.286000,0.941786
1.287000,0.940806
1.288000,0.939801
1.289000,0.938772
1.290000,0.937718
1.291000,0.936641
1.292000,0.935542
1.293000,0.934422
1.294000,0.933281
1.295000,0.932121
1.296000,0.930940
1.297000,0.929741
1.298000,0.928523
1.299000,0.927287
1.300000,0.926033
1.301000,0.924762
1.302000,0.923473
1.303000,0.922168
1.304000,0.920847
1.305000,0.919509
1.306000,0.918154
1.307000,0.916784
1.308000,0.915399
1.309000,0.913997
1.310000,0.912580
1.311000,0.911148
1.312000,0.909701
1.313000,0.908239
1.314000,0.906762
1.315000,0.905271
1.316000,0.903765
1.317000,0.902244
1.318000,0.900710
1.319000,0.899161
1.320000,0.897598
1.321000,0.896022
1.322000,0.894432
1.323000,0.892828
1.324000,0.891211
1.325000,0.889581
1.326000,0.887937
1.327000,0.886281
1.328000,0.884612
1.329000,0.882931
1.330000,0.881237
1.331000,0.879530
1.332000,0.877812
1.333000,0.876081
1.334000,0.874339
1.335000,0.872585
1.336000,0.870820
1.337000,0.869043
1.338000,0.867256
1.339000,0.865457
1.340000,0.863647
1.341000,0.861827
1.342000,0.859996
1.343000,0.858155
1.344000,0.856304
1.345000,0.854443
1.346000,0.852572
1.347000,0.850691
1.348000,0.848801
1.349000,0.846901
1.350000,0.844992
1.351000,0.843074
1.352000,0.841148
1.353000,0.839212
1.354000,0.837268
1.355000,0.835316
1.356000,0.833355
1.357000,0.831386
1.358000,0.829409
1.359000,0.827424
1.360000,0.825432
1.361000,0.823432
1.362000,0.821424
1.363000,0.819410
1.364000,0.817388
1.365000,0.815359
1.366000,0.813324
1.367000,0.811281
1.368000,0.809232
1.369000,0.807177
1.370000,0.805115
1.371000,0.803047
1.372000,0.800973
1.373000,0.798893
1.374000,0.796807
1.375000,0.794715
1.376000,0.792618
1.377000,0.790515
1.378000,0.788406
1.379000,0.786293
1.380000,0.784174
1.381000,0.782051
1.382000,0.779922
1.383000,0.777788
1.384000,0.775650
1.385000,0.773507
1.386000,0.771360
1.387000,0.769208
1.388000,0.767051
1.389000,0.764891
1.390000,0.762726
1.391000,0.760557
1.392000,0.758385
1.393000,0.756208
1.394000,0.754028
1.395000,0.751844
1.396000,0.749656
1.397000,0.747465
1.398000,0.745271
1.399000,0.743073
1.400000,0.740872
1.401000,0.738668
1.402000,0.736460
1.403000,0.734250
1.404000,0.732037
1.405000,0.729821
1.406000,0.727602
1.407000,0.725380
1.408000,0.723156
1.409000,0.720929
1.410000,0.718700
1.411000,0.716469
1.412000,0.714235
1.413000,0.711999
1.414000,0.709761
1.415000,0.707520
1.416000,0.705278
1.417000,0.703034
1.418000,0.700788
1.419000,0.698540
1.420000,0.696290
1.421000,0.694038
1.422000,0.691786
1.423000,0.689531
1.424000,0.687275
1.425000,0.685018
1.426000,0.682759
1.427000,0.680499
1.428000,0.678238
1.429000,0.675975
1.430000,0.673712
1.431000,0.671448
1.432000,0.669182
1.433000,0.666916
1.434000,0.664649
1.435000,0.662381
1.436000,0.660112
1.437000,0.657843
1.438000,0.655573
1.439000,0.653302
1.440000,0.651032
1.441000,0.648760
1.442000,0.646489
1.443000,0.644217
1.444000,0.641944
1.445000,0.639672
1.446000,0.637399
1.447000,0.635127
1.448000,0.632854
1.449000,0.630582
1.450000,0.628309
1.451000,0.626037
1.452000,0.623765
1.453000,0.621493
1.454000,0.619221
1.455000,0.616950
1.456000,0.614679
1.457000,0.612409
1.458000,0.610139
1.459000,0.607870
1.460000,0.605601
1.461000,0.603333
1.462000,0.601066
1.463000,0.598799
1.464000,0.596534
1.465000,0.594269
1.466000,0.592006
1.467000,0.589743
1.468000,0.587481
1.469000,0.585220
1.470000,0.582961
1.471000,0.580703
1.472000,0.578446
1.473000,0.576190
1.474000,0.573936
1.475000,0.571682
1.476000,0.569431
1.477000,0.567181
1.478000,0.564932
1.479000,0.562685
1.480000,0.560440
1.481000,0.558196
1.482000,0.555954
1.483000,0.553714
1.484000,0.551476
1.485000,0.549239
1.486000,0.547004
